pm2_5,month,weekday,hour,wind-east,wind-north,temperature,pressure,humidity,target
10.11,3,4,17,-2.977638,-0.365608,-0.7,1010.0,65,14.03
12.37,3,4,18,-1.879385,-0.68404,-1.1,1010.7,78,12.25
10.34,3,4,19,-2.836556,-0.976704,-1.9,1011.2,86,11.5
9.82,3,4,20,-2.992692,-0.209269,-2.2,1011.9,85,14.85
7.96,3,4,21,-3.804226,1.236068,-2.1,1012.3,82,18.56
8.65,3,4,22,-3.978088,0.418114,-1.5,1012.6,85,19.88
14.03,3,4,23,-3.939231,0.694593,-2.3,1013.1,89,20.04
12.25,3,5,0,-2.983566,-0.313585,-2.3,1013.6,89,14.17
11.5,3,5,1,-2.995889,-0.157008,-2.7,1013.6,92,13.2
14.85,3,5,2,-2.970804,-0.417519,-2.9,1013.6,94,8.01
18.56,3,5,3,-2.92311,-0.674853,-2.9,1013.9,92,5.9
19.88,3,5,4,-2.977638,-0.365608,-3.5,1014.6,93,7.37
20.04,3,5,5,-2.992692,-0.209269,-3.9,1015.0,93,6.14
14.17,3,5,6,-2.983566,-0.313585,-3.1,1015.3,91,9.22
13.2,3,5,7,-2.934443,-0.623735,-2.0,1016.0,90,7.31
8.01,3,5,8,-2.988584,0.261467,-0.8,1016.1,85,7.85
5.9,3,5,9,-2.954423,-0.520945,0.7,1016.2,75,7.71
7.37,3,5,10,-3.863703,-1.035276,2.4,1016.0,54,9.0
6.14,3,5,11,-5.985384,-0.418539,3.2,1015.7,52,8.21
9.22,3,5,12,-5.868886,-1.24747,3.8,1014.9,49,9.7
7.31,3,5,13,-4.938442,-0.782172,3.9,1014.5,45,17.83
7.85,3,5,14,-3.926509,-0.763236,3.9,1014.1,46,24.08
7.71,3,5,15,-4.698463,-1.710101,3.6,1013.5,47,37.63
9.0,3,5,16,-4.755283,-1.545085,3.3,1012.8,44,30.88
8.21,3,5,17,-2.740636,-1.22021,2.3,1012.7,50,8.85
9.7,3,5,18,-1.258641,-1.554292,1.0,1012.3,57,8.7
17.83,3,5,19,-2.623859,-1.454429,1.0,1011.7,59,7.37
24.08,3,5,20,-2.623859,-1.454429,1.4,1011.3,60,7.37
37.63,3,5,21,-3.682019,-1.562925,1.3,1010.8,62,10.44
30.88,3,5,22,-4.806308,-1.378187,1.6,1010.2,63,10.13
8.85,3,5,23,-3.734322,-1.433472,1.8,1009.2,69,8.98
8.7,3,6,0,-4.698463,-1.710101,2.1,1008.7,68,12.09
7.37,3,6,1,-5.601483,-2.150208,2.2,1007.9,69,15.51
7.37,3,6,2,-5.706339,-1.854102,2.1,1006.9,75,16.61
10.44,3,6,3,-6.79207,-1.693453,2.2,1006.2,75,17.64
10.13,3,6,4,-6.761481,-1.811733,2.5,1005.6,72,17.36
8.98,3,6,5,-6.761481,-1.811733,2.5,1005.1,73,16.58
12.09,3,6,6,-7.608452,-2.472136,2.5,1004.7,69,15.21
15.51,3,6,7,-5.84622,-1.349706,2.3,1004.8,72,12.46
16.61,3,6,8,-8.834645,-1.717281,2.4,1004.3,65,12.95
17.64,3,6,9,-7.794961,-1.799608,2.6,1004.0,62,9.76
17.36,3,6,10,-8.803328,-1.871205,2.0,1003.8,65,9.41
16.58,3,6,11,-7.794961,-1.799608,2.2,1003.3,66,10.65
15.21,3,6,12,-6.761481,-1.811733,2.6,1002.5,65,9.05
12.46,3,6,13,-6.761481,-1.811733,2.7,1002.2,65,11.58
12.95,3,6,14,-6.61863,-2.278977,2.8,1001.7,68,15.55
9.76,3,6,15,-7.690094,-2.205099,2.9,1001.1,67,18.86
9.41,3,6,16,-6.79207,-1.693453,2.6,1000.9,68,21.39
10.65,3,6,17,-6.761481,-1.811733,2.3,1000.8,71,8.99
9.05,3,6,18,-6.761481,-1.811733,2.1,1000.6,74,9.15
11.58,3,6,19,-6.82059,-1.574657,2.2,1000.1,75,9.89
15.55,3,6,20,-5.821774,-1.451531,2.1,1000.1,77,9.99
18.86,3,6,21,-6.913818,-1.095041,1.6,1000.3,84,11.96
21.39,3,6,22,-7.517541,2.736161,0.5,1001.0,94,12.65
8.99,3,6,23,-2.648843,1.408415,-0.5,1001.3,84,10.69
9.15,3,0,0,-3.682019,1.562925,-1.1,1001.9,89,11.07
9.89,3,0,1,-3.939231,0.694593,-2.1,1001.9,91,8.67
9.99,3,0,2,-2.963065,-0.469303,-2.4,1001.8,93,7.42
11.96,3,0,3,-2.977638,0.365608,-3.2,1002.3,93,6.48
12.65,3,0,4,-2.781552,1.12382,-3.9,1002.8,94,7.92
10.69,3,0,5,-2.934443,0.623735,-3.8,1003.2,93,5.73
11.07,3,0,6,-3.926509,0.763236,-3.1,1003.5,92,7.43
8.67,3,0,7,-3.75877,1.368081,-1.4,1004.3,85,7.1
7.42,3,0,8,-4.667902,1.79184,-0.2,1004.5,79,9.93
6.48,3,0,9,-5.821774,1.451531,1.7,1004.9,73,9.12
7.92,3,0,10,-5.936337,3.709435,1.2,1005.2,64,11.36
5.73,3,0,11,-5.795555,1.552914,2.2,1005.4,62,10.84
7.43,3,0,12,-3.0,5.196152,1.5,1005.6,58,9.53
7.1,3,0,13,-6.217168,5.034563,-0.2,1006.3,81,11.51
9.93,3,0,14,-4.980973,0.435779,1.0,1006.1,77,13.48
9.12,3,0,15,-3.596699,3.473292,1.1,1006.4,61,14.29
11.36,3,0,16,-4.806308,1.378187,0.2,1006.6,72,12.71
10.84,3,0,17,-3.75877,1.368081,-0.6,1007.3,73,8.2
9.53,3,0,18,-2.977638,-0.365608,-0.3,1007.6,73,10.65
11.51,3,0,19,-3.961072,0.556692,-1.4,1008.1,77,11.43
13.48,3,0,20,-3.978088,0.418114,-1.9,1008.4,79,10.84
14.29,3,0,21,-3.804226,1.236068,-2.9,1008.5,83,13.83
12.71,3,0,22,-2.761515,1.172193,-3.4,1008.7,84,15.77
8.2,3,0,23,-1.812616,0.845237,-3.6,1008.8,86,15.45
10.65,3,1,0,-1.975377,-0.312869,-3.4,1009.0,87,14.32
11.43,3,1,1,-0.997564,-0.069756,-4.9,1009.1,90,9.77
10.84,3,1,2,-1.980536,-0.278346,-4.2,1009.1,90,6.51
13.83,3,1,3,-1.765895,0.938943,-5.1,1009.4,93,4.85
15.77,3,1,4,-1.975377,0.312869,-4.8,1009.4,90,7.89
15.45,3,1,5,-0.961262,0.275637,-4.8,1009.2,90,7.19
14.32,3,1,6,-0.997564,0.069756,-4.3,1009.6,90,8.1
9.77,3,1,7,-0.978148,-0.207912,-2.5,1010.1,81,10.21
6.51,3,1,8,-1.338261,1.48629,-1.2,1010.1,61,14.13
4.85,3,1,9,-0.642788,0.766044,-0.2,1010.1,53,17.34
7.89,3,1,10,-1.968177,2.264129,0.3,1010.0,47,20.1
7.19,3,1,11,-1.805445,2.395907,0.6,1009.7,48,19.33
8.1,3,1,12,-1.999695,0.034905,1.1,1009.3,46,16.3
10.21,3,1,13,-1.956295,0.415823,1.1,1008.9,42,16.3
14.13,3,1,14,-2.970804,0.417519,1.2,1008.6,38,16.19
17.34,3,1,15,-2.761515,1.172193,1.5,1008.3,34,15.92
20.1,3,1,16,-1.867161,0.716736,0.0,1008.2,37,14.11
19.33,3,1,17,0.939693,0.34202,-1.3,1008.6,46,21.28
16.3,3,1,18,2.897777,0.776457,-2.1,1008.9,54,22.1
16.3,3,1,19,1.999695,-0.034905,-1.8,1008.9,51,21.93
16.19,3,1,20,0.992546,0.121869,-2.1,1009.1,51,19.94
15.92,3,1,21,1.677341,-1.089278,-2.7,1009.1,56,20.26
14.11,3,1,22,1.677341,-1.089278,-4.1,1008.8,68,18.73
21.28,3,1,23,1.618034,-1.175571,-3.9,1008.8,69,17.74
22.1,3,2,0,1.714335,-1.030076,-4.6,1008.7,73,16.75
21.93,3,2,1,1.532089,-1.285575,-4.8,1008.6,74,16.73
19.94,3,2,2,0.882948,-0.469472,-5.5,1008.3,79,16.77
20.26,3,2,3,0.913545,-0.406737,-5.8,1008.2,81,16.37
18.73,3,2,4,1.84101,-0.781462,-6.4,1008.2,83,16.53
17.74,3,2,5,1.765895,-0.938943,-6.5,1008.3,85,15.61
16.75,3,2,6,1.940591,-0.483844,-5.3,1008.5,81,14.98
16.73,3,2,7,1.576022,-1.231323,-3.8,1008.9,79,14.31
16.77,3,2,8,1.84101,-0.781462,-1.2,1009.1,70,13.99
16.37,3,2,9,1.175571,-1.618034,1.1,1009.1,56,12.62
16.53,3,2,10,-0.969619,-1.749239,2.2,1009.1,42,13.16
15.61,3,2,11,-0.68404,-1.879385,2.9,1009.2,41,14.91
14.98,3,2,12,-0.209057,-1.989044,3.1,1008.8,40,15.2
14.31,3,2,13,0.716736,-1.867161,3.5,1008.5,39,15.57
13.99,3,2,14,-0.584743,-1.91261,2.9,1008.5,40,15.72
12.62,3,2,15,1.554292,-1.258641,3.1,1008.3,39,15.67
13.16,3,2,16,0.449902,-1.94874,2.5,1008.3,41,14.58
14.91,3,2,17,1.554292,-1.258641,1.0,1008.5,45,43.93
15.2,3,2,18,1.554292,-1.258641,-0.3,1008.6,52,39.26
15.57,3,2,19,1.312118,-1.509419,-1.1,1009.1,56,32.76
15.72,3,2,20,0.71934,-0.694658,-2.0,1009.4,63,22.57
15.67,3,2,21,1.576022,-1.231323,-2.3,1008.9,63,18.15
14.58,3,2,22,1.175571,-1.618034,-2.5,1008.7,62,17.83
43.93,3,2,23,1.20363,-1.597271,-2.7,1008.6,63,18.59
39.26,3,3,0,1.285575,-1.532089,-3.0,1008.4,65,18.75
32.76,3,3,1,1.43868,-1.389317,-3.6,1007.6,67,18.01
22.57,3,3,2,1.231323,-1.576022,-4.0,1007.1,68,19.88
18.15,3,3,3,1.48629,-1.338261,-4.5,1006.4,70,23.13
17.83,3,3,4,1.554292,-1.258641,-5.1,1006.4,73,24.27
18.59,3,3,5,1.576022,-1.231323,-5.6,1005.9,75,22.66
18.75,3,3,6,2.487113,-1.677579,-4.7,1005.1,73,15.99
18.01,3,3,7,3.354682,-2.178556,-2.5,1004.3,68,15.89
19.88,3,3,8,3.596699,-3.473292,-0.3,1003.6,60,15.58
23.13,3,3,9,4.015035,-5.734064,0.4,1002.9,51,13.29
24.27,3,3,10,3.009075,-3.993178,1.0,1001.6,50,16.66
22.66,3,3,11,4.316039,-4.16795,1.8,1000.4,49,19.24
15.99,3,3,12,3.473292,-3.596699,2.0,998.7,50,24.27
15.89,3,3,13,5.119476,-4.773989,2.1,996.8,51,25.03
15.58,3,3,14,3.280295,-3.773548,2.6,995.9,50,21.87
13.29,3,3,15,3.177933,-6.237046,2.3,994.4,56,18.06
16.66,3,3,16,2.119677,-3.392192,0.1,993.7,88,15.36
19.24,3,3,17,3.715724,-3.345653,-0.4,992.3,95,7.56
24.27,3,3,18,2.676522,-2.972579,0.0,991.3,96,7.77
25.03,3,3,19,3.213938,-3.830222,0.8,989.8,97,7.45
21.87,3,3,20,2.294306,-3.276608,1.3,988.8,96,7.71
18.06,3,3,21,1.633917,-2.516012,1.3,988.2,96,7.99
15.36,3,3,22,1.633917,-2.516012,1.7,987.5,96,8.11
7.56,3,3,23,1.089278,-1.677341,2.4,987.3,93,9.49
7.77,3,4,0,0.584743,-1.91261,2.5,987.2,95,8.65
7.45,3,4,1,0.584743,-1.91261,2.7,986.9,94,10.26
7.71,3,4,2,-0.651136,-1.891037,4.0,986.6,90,10.23
7.99,3,4,3,-2.12132,-2.12132,4.5,986.4,87,10.71
8.11,3,4,4,-2.457456,-1.720729,4.2,986.6,88,10.61
9.49,3,4,5,-2.083975,-2.158019,4.4,987.2,88,10.22
8.65,3,4,6,-3.682019,-1.562925,5.2,988.0,83,9.02
10.26,3,4,7,-1.089278,-1.677341,4.7,988.5,92,9.57
10.23,3,4,8,-2.457456,-1.720729,5.4,989.0,92,10.73
10.71,3,4,9,-4.602524,-1.953656,6.7,989.6,84,12.23
10.61,3,4,10,-4.781524,-1.461859,7.1,990.3,81,11.68
10.22,3,4,11,-3.595176,-1.753485,4.6,991.0,93,11.2
9.02,3,4,12,-4.908136,-0.954045,6.8,991.1,87,12.62
9.57,3,4,13,-4.781524,-1.461859,7.6,991.3,80,16.29
10.73,3,4,14,-3.999391,0.06981,6.2,992.1,85,15.42
12.23,3,4,15,-5.706339,-1.854102,7.3,992.3,69,14.75
11.68,3,4,16,-5.76757,-1.653824,7.1,992.9,66,13.69
11.2,3,4,17,-2.623859,-1.454429,6.4,993.6,68,18.83
12.62,3,4,18,-0.139173,-0.990268,5.3,994.1,73,20.77
16.29,3,4,19,-0.173648,-0.984808,3.8,994.7,84,21.02
15.42,3,4,20,-1.118386,-1.658075,3.5,994.7,84,20.61
14.75,3,4,21,-0.275637,-0.961262,3.2,994.8,82,21.33
13.69,3,4,22,0.069756,-0.997564,2.0,994.7,86,21.25
18.83,3,4,23,0.68404,-1.879385,1.5,994.4,90,21.95
20.77,3,5,0,0.45399,-0.891007,0.8,994.2,92,25.24
21.02,3,5,1,1.118386,-1.658075,0.3,993.7,92,23.31
20.61,3,5,2,1.12382,-2.781552,0.8,993.1,88,15.94
21.33,3,5,3,1.075104,-2.800741,0.8,992.7,84,15.04
21.25,3,5,4,1.361971,-2.67302,0.9,992.3,83,12.21
21.95,3,5,5,1.361971,-2.67302,1.3,991.6,81,12.72
25.24,3,5,6,0.716736,-1.867161,1.8,991.3,79,13.19
23.31,3,5,7,-3.194542,-2.40726,3.4,992.3,78,11.22
15.94,3,5,8,0.572427,-2.944882,2.0,992.1,94,8.65
15.04,3,5,9,-1.075104,-2.800741,4.4,992.0,91,10.08
12.21,3,5,10,-3.354682,-2.178556,6.1,991.8,77,8.4
12.72,3,5,11,-3.108584,-2.517282,7.8,991.4,65,10.15
13.19,3,5,12,-3.535534,-3.535534,9.9,990.8,56,10.45
11.22,3,5,13,-1.102549,-3.845047,10.1,989.9,50,11.17
8.65,3,5,14,-1.633917,-2.516012,10.2,989.3,50,9.68
10.08,3,5,15,0.417519,-2.970804,10.0,988.7,51,9.98
8.4,3,5,16,-0.365608,-2.977638,9.6,988.2,57,10.09
10.15,3,5,17,0.365608,-2.977638,9.2,987.8,58,6.8
10.45,3,5,18,1.172193,-2.761515,8.7,987.0,61,3.1
11.17,3,5,19,0.899804,-3.89748,8.9,986.7,60,3.03
9.68,3,5,20,-1.753485,-3.595176,8.8,986.3,65,3.53
9.98,3,5,21,0.623735,-2.934443,8.5,985.9,65,4.34
10.09,3,5,22,-0.520945,-2.954423,8.8,985.9,63,4.28
6.8,3,5,23,-2.40726,-3.194542,8.4,985.7,60,4.71
3.1,3,6,0,-2.828427,-2.828427,7.7,985.9,63,5.84
3.03,3,6,1,-1.720729,-2.457456,6.4,986.3,71,7.49
3.53,3,6,2,-0.969619,-1.749239,5.8,985.9,74,7.63
4.34,3,6,3,-1.22021,-2.740636,5.3,986.0,73,10.21
4.28,3,6,4,0.209057,-1.989044,4.3,986.6,78,9.47
4.71,3,6,5,-0.651136,-1.891037,4.8,986.5,73,8.14
5.84,3,6,6,1.368081,-3.75877,3.8,986.7,80,8.46
7.49,3,6,7,0.261467,-2.988584,5.3,987.1,74,8.15
7.63,3,6,8,-2.351141,-3.236068,7.3,986.9,61,8.15
10.21,3,6,9,-3.152043,-2.462646,8.3,987.0,54,12.25
9.47,3,6,10,-5.032023,-3.267834,9.3,987.5,48,11.15
8.14,3,6,11,-6.761481,-1.811733,8.6,987.9,51,11.55
8.46,3,6,12,-7.608452,-2.472136,8.1,988.2,54,13.97
8.15,3,6,13,-8.950697,-0.940756,7.2,988.9,64,17.57
8.15,3,6,14,-4.602524,-1.953656,5.6,989.7,78,14.06
12.25,3,6,15,-4.698463,-1.710101,6.1,990.0,76,15.06
11.15,3,6,16,-2.571502,-1.545114,6.2,990.6,74,14.87
11.55,3,6,17,-2.516012,-1.633917,5.1,991.4,79,12.14
13.97,3,6,18,-1.576022,-1.231323,4.6,992.0,84,11.61
17.57,3,6,19,-4.829629,-1.294095,5.2,992.4,76,11.59
14.06,3,6,20,-4.727593,-1.627841,4.4,993.1,83,12.81
15.06,3,6,21,-4.908136,-0.954045,3.9,993.5,86,14.83
14.87,3,6,22,-3.984779,-0.348623,4.1,994.0,85,17.57
12.14,3,6,23,-2.800741,-1.075104,3.2,994.0,87,19.77
11.61,3,0,0,-2.836556,-0.976704,2.2,993.9,88,21.96
11.59,3,0,1,-1.879385,-0.68404,1.3,994.3,89,28.49
12.81,3,0,2,0.156434,-0.987688,-0.4,994.2,94,32.81
14.83,3,0,3,0.052336,-0.99863,-0.7,994.4,95,31.69
17.57,3,0,4,0.0,0.0,-2.4,994.7,92,31.99
19.77,3,0,5,0.241922,-0.970296,-1.9,995.0,97,31.96
21.96,3,0,6,0.618034,-1.902113,0.2,995.2,95,29.94
28.49,3,0,7,-0.358368,-0.93358,1.6,995.5,95,26.85
32.81,3,0,8,-1.20363,-1.597271,2.4,995.7,94,22.97
31.69,3,0,9,-1.714335,-1.030076,4.2,995.8,84,24.7
31.99,3,0,10,-1.879385,-0.68404,5.2,995.7,78,31.8
31.96,3,0,11,-0.965926,-0.258819,6.0,995.3,74,33.54
29.94,3,0,12,-1.20363,-1.597271,7.3,994.7,62,29.85
26.85,3,0,13,-1.922523,0.551275,7.0,994.6,66,25.52
22.97,3,0,14,-2.995889,0.157008,7.1,994.7,65,33.28
24.7,3,0,15,-1.997259,0.104672,7.1,994.6,61,34.65
31.8,3,0,16,-0.838671,0.544639,6.4,994.6,66,42.29
33.54,3,0,17,0.0,0.0,5.1,995.1,70,43.09
29.85,3,0,18,-0.996195,-0.087156,4.3,995.5,81,49.96
25.52,3,0,19,0.882948,-0.469472,4.2,995.6,82,59.35
33.28,3,0,20,-0.406737,-0.913545,2.2,995.7,89,63.44
34.65,3,0,21,0.0,0.0,0.0,995.7,93,51.69
42.29,3,0,22,0.0,0.0,-0.2,995.8,93,48.82
43.09,3,0,23,0.0,0.0,-1.5,995.9,96,57.45
49.96,3,1,0,0.0,0.0,-1.7,996.0,96,59.18
59.35,3,1,1,-0.990268,-0.139173,-1.2,996.1,97,43.99
63.44,3,1,2,-0.515038,0.857167,-0.9,996.2,98,46.13
51.69,3,1,3,-0.857167,0.515038,-0.6,996.4,97,45.91
48.82,3,1,4,-0.97437,-0.224951,-1.4,996.5,95,42.51
57.45,3,1,5,0.961262,-0.275637,-2.4,996.9,97,33.41
59.18,3,1,6,0.0,0.0,-0.7,997.2,98,27.24
43.99,3,1,7,-0.449902,1.94874,3.5,997.8,94,25.02
46.13,3,1,8,0.572427,2.944882,6.3,998.1,73,17.92
45.91,3,1,9,-0.052357,2.999543,7.0,998.3,68,16.51
42.51,3,1,10,0.313585,2.983566,7.7,998.3,63,17.92
33.41,3,1,11,1.589758,2.544144,9.0,998.2,52,17.66
27.24,3,1,12,0.157008,2.995889,8.7,998.2,48,20.32
25.02,3,1,13,-3.146602,3.88573,8.0,998.0,52,20.94
17.92,3,1,14,-0.0,2.0,8.1,998.3,52,25.19
16.51,3,1,15,2.944882,-0.572427,5.8,998.9,73,28.4
17.92,3,1,16,0.974212,6.931876,4.5,999.8,85,28.08
17.66,3,1,17,-0.882948,-0.469472,4.5,999.7,84,26.15
20.32,3,1,18,-2.998172,-0.104698,3.9,1000.2,88,21.3
20.94,3,1,19,-1.902113,0.618034,3.4,1000.4,88,19.08
25.19,3,1,20,-1.969616,0.347296,2.7,1000.3,89,17.39
28.4,3,1,21,-2.571502,1.545114,2.6,1000.5,87,16.55
28.08,3,1,22,-1.626947,3.654182,2.9,1000.8,85,19.84
26.15,3,1,23,-1.169487,3.825219,3.0,1001.0,82,23.99
21.3,3,2,0,-2.351141,3.236068,0.8,1001.1,89,18.96
19.08,3,2,1,-2.045995,2.194061,0.1,1001.1,91,18.33
17.39,3,2,2,-1.854368,0.749213,-0.3,1001.1,93,18.12
16.55,3,2,3,-2.571502,1.545114,-1.1,1001.2,95,18.86
19.84,3,2,4,-3.213938,3.830222,-0.8,1001.6,97,21.25
23.99,3,2,5,-2.113091,4.531539,-0.3,1002.0,97,19.77
18.96,3,2,6,-2.795965,4.145188,-0.1,1002.4,95,23.14
18.33,3,2,7,-2.795965,4.145188,0.4,1002.8,94,18.46
18.12,3,2,8,-2.150208,5.601483,1.1,1003.0,92,16.39
18.86,3,2,9,-3.146602,3.88573,2.2,1002.9,90,20.76
21.25,3,2,10,-3.078307,3.940054,3.0,1003.1,85,14.28
19.77,3,2,11,-1.79184,4.667902,3.0,1003.3,81,14.87
23.14,3,2,12,-2.113091,4.531539,3.4,1003.2,79,13.47
18.46,3,2,13,-3.0,5.196152,4.0,1003.3,76,16.96
16.39,3,2,14,-3.213938,3.830222,3.7,1003.6,75,16.84
20.76,3,2,15,-1.873033,4.635919,3.5,1003.9,74,20.21
14.28,3,2,16,-0.938607,5.92613,3.2,1004.5,80,17.61
14.87,3,2,17,0.279026,3.990256,2.6,1005.1,78,13.52
13.47,3,2,18,0.279026,3.990256,1.7,1005.6,79,12.23
16.96,3,2,19,-1.928363,2.298133,1.2,1005.7,85,11.65
16.84,3,2,20,-2.083975,2.158019,1.8,1005.8,81,10.31
20.21,3,2,21,-2.487113,1.677579,1.8,1006.0,82,10.99
17.61,3,2,22,-2.344387,5.523029,1.5,1006.2,72,12.27
13.52,3,2,23,-2.033683,4.567727,0.0,1006.1,74,14.74
12.23,3,3,0,-3.018838,2.624236,-1.1,1006.3,79,18.06
11.65,3,3,1,-2.727993,2.925415,-1.8,1006.2,84,21.48
10.31,3,3,2,-2.427051,1.763356,-2.4,1006.0,88,22.68
10.99,3,3,3,-1.891037,0.651136,-2.7,1005.9,91,12.1
12.27,3,3,4,-1.956295,0.415823,-2.0,1005.9,94,11.74
14.74,3,3,5,-2.696382,1.315113,-1.2,1006.0,94,12.14
18.06,3,3,6,-1.928363,2.298133,-0.7,1006.1,93,12.21
21.48,3,3,7,-3.213938,3.830222,0.0,1006.2,86,14.91
22.68,3,3,8,-3.61089,4.791813,0.9,1006.1,73,13.96
12.1,3,3,9,-2.462646,3.152043,1.2,1006.0,64,10.34
11.74,3,3,10,-2.178556,3.354682,1.5,1005.9,62,9.36
12.14,3,3,11,-3.845047,1.102549,2.0,1005.5,63,9.63
12.21,3,3,12,-6.928203,4.0,-0.3,1005.2,89,15.65
14.91,3,3,13,-1.975377,0.312869,2.1,1004.7,77,13.59
13.96,3,3,14,-2.800741,1.075104,2.3,1004.1,68,10.96
10.34,3,3,15,-4.727593,-1.627841,2.2,1003.7,75,15.86
9.36,3,3,16,-2.988584,0.261467,-0.3,1003.9,93,15.72
9.63,3,3,17,-2.963065,-0.469303,-0.5,1003.9,95,15.02
15.65,3,3,18,-1.963254,-0.381618,-0.5,1003.8,95,22.34
13.59,3,3,19,-3.961072,0.556692,-0.9,1003.6,94,18.46
10.96,3,3,20,-2.800741,1.075104,-1.7,1003.4,95,18.64
15.86,3,3,21,-2.944882,0.572427,-1.0,1003.5,94,16.71
15.72,3,3,22,-2.910887,0.725766,-1.3,1003.4,94,17.99
15.02,3,3,23,-2.995889,0.157008,-2.6,1003.5,96,20.02
22.34,3,4,0,-1.998782,0.069799,-2.8,1003.5,96,21.24
18.46,3,4,1,-1.956295,-0.415823,-3.5,1003.1,96,22.92
18.64,3,4,2,-1.998782,0.069799,-3.9,1003.1,96,26.19
16.71,3,4,3,-0.956305,-0.292372,-4.0,1003.2,96,42.88
17.99,3,4,4,-0.866025,-0.5,-3.6,1003.4,95,31.88
20.02,3,4,5,-0.838671,-0.544639,-2.9,1003.5,94,28.55
21.24,3,4,6,-0.777146,-0.62932,-2.4,1003.6,94,27.06
22.92,3,4,7,-1.999695,0.034905,-1.0,1003.8,93,26.35
26.19,3,4,8,-2.910887,0.725766,-0.4,1003.9,89,24.64
42.88,3,4,9,-2.992692,0.209269,0.4,1003.8,83,26.6
31.88,3,4,10,-3.999391,0.06981,1.3,1003.9,80,18.71
28.55,3,4,11,-2.828427,2.828427,2.7,1003.9,65,12.52
27.06,3,4,12,-1.980536,0.278346,2.1,1003.7,61,10.9
26.35,3,4,13,-1.999695,-0.034905,2.2,1003.6,63,14.24
24.64,3,4,14,-0.984808,-0.173648,2.4,1003.5,57,12.49
26.6,3,4,15,0.0,0.0,2.4,1003.4,60,12.33
18.71,3,4,16,-5.346039,2.723943,0.5,1004.0,88,9.65
12.52,3,4,17,-4.16795,4.316039,-1.1,1004.8,90,8.09
10.9,3,4,18,-4.728065,3.693969,-2.2,1005.3,87,5.65
14.24,3,4,19,-3.596699,3.473292,-2.4,1005.8,88,7.11
12.49,3,4,20,-3.355157,4.974225,-2.7,1006.3,85,4.81
12.33,3,4,21,-3.393667,6.122338,-2.8,1006.7,84,7.42
9.65,3,4,22,-2.113091,4.531539,-2.8,1006.9,84,10.46
8.09,3,4,23,-2.816829,5.297686,-3.1,1007.2,83,8.9
5.65,3,5,0,-2.24764,5.563103,-3.3,1007.6,83,11.1
7.11,3,5,1,-1.545085,4.755283,-3.3,1007.7,81,12.96
4.81,3,5,2,-1.753485,3.595176,-3.5,1007.9,85,12.25
7.42,3,5,3,-3.108584,2.517282,-3.5,1008.3,83,15.96
10.46,3,5,4,-2.624236,3.018838,-3.7,1008.8,81,17.33
8.9,3,5,5,-2.57519,4.285837,-4.0,1009.2,82,13.99
11.1,3,5,6,-2.351141,3.236068,-3.7,1009.8,77,16.15
12.96,3,5,7,-2.778633,2.877359,-3.4,1010.1,73,15.27
12.25,3,5,8,-1.968177,2.264129,-2.8,1010.7,70,13.34
15.96,3,5,9,-1.378187,4.806308,-1.7,1011.1,62,12.41
17.33,3,5,10,-1.545085,4.755283,-0.6,1011.4,55,11.02
13.99,3,5,11,-1.846984,2.364032,-0.3,1011.4,51,13.44
16.15,3,5,12,-2.007392,2.229434,0.1,1011.0,45,15.72
15.27,3,5,13,-3.89748,0.899804,0.3,1010.8,47,19.63
13.34,3,5,14,-3.926509,-0.763236,0.0,1010.5,41,25.43
12.41,3,5,15,-4.0,-0.0,0.4,1010.0,38,26.75
11.02,3,5,16,-2.970804,-0.417519,-0.8,1009.7,45,28.29
13.44,3,5,17,-2.883785,-0.826912,-1.1,1009.5,47,27.32
15.72,3,5,18,-1.782013,-0.907981,-1.5,1009.0,55,22.05
19.63,3,5,19,-1.414214,-1.414214,-2.2,1008.6,57,18.29
25.43,3,5,20,-1.20363,-1.597271,-2.5,1008.2,61,16.99
26.75,3,5,21,-1.414214,-1.414214,-2.9,1007.5,65,15.34
28.29,3,5,22,-1.338261,-1.48629,-2.9,1007.0,67,13.42
27.32,3,5,23,-2.12132,-2.12132,-2.5,1006.1,64,14.03
22.05,3,6,0,-1.928363,-2.298133,-2.3,1005.0,65,13.3
18.29,3,6,1,-2.676522,-2.972579,-2.2,1003.9,65,14.88
16.99,3,6,2,-1.408415,-2.648843,-2.3,1002.5,67,18.1
15.34,3,6,3,-1.5,-2.598076,-2.0,1001.2,68,19.21
13.42,3,6,4,-1.805445,-2.395907,-1.7,1000.2,68,21.23
14.03,3,6,5,-1.454429,-2.623859,-1.6,999.3,68,23.64
13.3,3,6,6,-1.846984,-2.364032,-1.2,998.7,65,25.85
14.88,3,6,7,-2.727993,-2.925415,-0.8,997.9,66,25.17
18.1,3,6,8,-2.877359,-2.778633,-0.7,997.1,78,26.53
19.21,3,6,9,-2.12132,-2.12132,-0.6,996.9,79,29.87
21.23,3,6,10,-1.633917,-2.516012,-0.2,996.5,80,34.73
23.64,3,6,11,-1.267855,-2.718923,-0.1,996.0,85,40.15
25.85,3,6,12,-1.846984,-2.364032,0.8,995.5,81,37.81
25.17,3,6,13,-1.633917,-2.516012,1.0,994.8,83,35.0
26.53,3,6,14,-2.331438,-1.887961,1.0,994.7,88,27.85
29.87,3,6,15,-1.576022,-1.231323,0.9,994.3,95,23.08
