pm2_5,month,weekday,hour,wind-east,wind-north,temperature,pressure,target
11.72,2,6,4,-5.996345,-0.209397,-5.2,1019.1,12.56
13.07,2,6,5,-5.991777,-0.314016,-5.5,1019.1,15.58
12.65,2,6,6,-5.996345,0.209397,-5.3,1019.4,20.37
11.48,2,6,7,-6.0,-0.0,-5.1,1019.8,23.77
10.35,2,6,8,-5.991777,-0.314016,-4.7,1020.2,24.45
12.08,2,6,9,-4.95134,-0.695866,-4.7,1020.7,24.52
15.04,2,6,10,-5.941608,-0.835039,-4.0,1020.7,20.24
18.11,2,6,11,-4.980973,-0.435779,-2.8,1020.4,20.21
15.94,2,6,12,-5.889763,-1.144854,-2.4,1020.1,18.67
17.17,2,6,13,-4.851479,-1.209609,-1.7,1019.6,16.48
16.74,2,6,14,-5.955277,-0.731216,-0.8,1019.2,20.27
16.33,2,6,15,-4.924039,-0.868241,-1.2,1019.3,18.69
12.56,2,6,16,-4.890738,-1.039558,-1.5,1019.3,18.15
15.58,2,6,17,-4.972609,-0.522642,-2.2,1019.5,18.32
20.37,2,6,18,-5.941608,-0.835039,-2.2,1019.5,20.09
23.77,2,6,19,-5.999086,-0.104714,-3.2,1019.9,22.29
24.45,2,6,20,-4.95134,-0.695866,-4.2,1020.1,25.19
24.52,2,6,21,-4.938442,-0.782172,-4.7,1020.0,27.58
20.24,2,6,22,-4.890738,-1.039558,-4.7,1020.0,27.07
20.21,2,6,23,-4.938442,-0.782172,-5.5,1020.1,28.63
18.67,2,0,0,-3.970185,-0.487477,-6.0,1020.4,28.16
16.48,2,0,1,-3.984779,-0.348623,-6.5,1020.5,27.94
20.27,2,0,2,-4.98782,-0.348782,-6.1,1020.5,27.95
18.69,2,0,3,-4.999238,0.087262,-5.6,1020.4,33.18
18.15,2,0,4,-3.984779,-0.348623,-5.9,1020.4,35.77
18.32,2,0,5,-3.89748,-0.899804,-5.7,1020.5,36.34
20.09,2,0,6,-2.944882,-0.572427,-5.5,1020.8,36.66
22.29,2,0,7,-1.902113,-0.618034,-5.2,1021.1,36.14
25.19,2,0,8,-3.950753,-0.625738,-4.4,1021.1,32.91
27.58,2,0,9,-3.994518,-0.209344,-4.0,1021.2,29.35
27.07,2,0,10,-4.95134,0.695866,-3.9,1021.5,36.96
28.63,2,0,11,-3.939231,-0.694593,-3.6,1021.4,39.15
28.16,2,0,12,-4.98782,0.348782,-3.3,1021.2,35.95
27.94,2,0,13,-4.0,-0.0,-3.0,1020.9,35.68
27.95,2,0,14,-3.926509,-0.763236,-3.1,1020.9,35.65
33.18,2,0,15,-3.961072,-0.556692,-3.5,1020.9,37.08
35.77,2,0,16,-2.92311,-0.674853,-3.8,1020.4,34.38
36.34,2,0,17,-2.85317,-0.927051,-4.5,1020.0,35.07
36.66,2,0,18,-1.714335,-1.030076,-4.7,1019.6,37.26
36.14,2,0,19,-2.910887,-0.725766,-5.1,1019.3,42.13
32.91,2,0,20,-2.999543,0.052357,-5.5,1019.1,46.53
29.35,2,0,21,-0.121869,-0.992546,-5.5,1018.7,36.58
36.96,2,0,22,0.618034,-1.902113,-5.8,1018.2,27.19
39.15,2,0,23,1.338261,-1.48629,-5.9,1017.8,25.52
35.95,2,1,0,1.285575,-1.532089,-6.4,1017.5,23.78
35.68,2,1,1,0.325568,-0.945519,-6.7,1017.0,25.42
35.65,2,1,2,1.231323,-1.576022,-7.2,1016.1,20.99
37.08,2,1,3,1.414214,-1.414214,-7.6,1015.6,19.18
34.38,2,1,4,2.457456,-1.720729,-7.7,1015.0,19.12
35.07,2,1,5,2.229434,-2.007392,-7.7,1014.2,22.25
37.26,2,1,6,2.516012,-1.633917,-7.9,1013.6,28.49
42.13,2,1,7,1.658075,-1.118386,-7.5,1013.3,37.8
46.53,2,1,8,1.763356,-2.427051,-6.0,1013.1,45.98
36.58,2,1,9,2.236772,-3.31615,-4.0,1012.7,49.97
27.19,2,1,10,3.409992,-3.656769,-3.0,1011.9,51.31
25.52,2,1,11,2.40726,-3.194542,-2.2,1011.1,50.71
23.78,2,1,12,2.925415,-2.727993,-1.7,1010.1,54.03
25.42,2,1,13,4.193353,-2.723195,-1.2,1009.2,56.2
20.99,2,1,14,3.392192,-2.119677,-1.3,1008.5,58.06
19.18,2,1,15,2.676522,-2.972579,-1.1,1008.0,59.96
19.12,2,1,16,2.264129,-1.968177,-1.5,1007.3,63.78
22.25,2,1,17,2.457456,-1.720729,-1.8,1006.9,64.28
28.49,2,1,18,1.118386,-1.658075,-1.8,1006.4,66.25
37.8,2,1,19,1.389317,-1.43868,-1.9,1005.8,68.79
45.98,2,1,20,1.118386,-1.658075,-2.0,1005.3,74.81
49.97,2,1,21,0.716736,-1.867161,-2.1,1004.7,70.26
51.31,2,1,22,0.813473,-1.827091,-2.1,1004.2,68.26
50.71,2,1,23,1.43868,-1.389317,-2.2,1003.6,68.37
54.03,2,2,0,0.34202,-0.939693,-2.1,1003.2,65.93
56.2,2,2,1,0.743145,-0.669131,-2.1,1002.7,63.62
58.06,2,2,2,0.0,0.0,-2.0,1002.4,69.2
59.96,2,2,3,0.838671,-0.544639,-2.0,1002.1,79.37
63.78,2,2,4,1.827091,-0.813473,-2.0,1002.0,82.92
64.28,2,2,5,0.0,0.0,-2.1,1001.9,89.29
66.25,2,2,6,2.998172,-0.104698,-2.2,1001.3,87.01
68.79,2,2,7,1.998782,0.069799,-2.1,1001.0,82.47
74.81,2,2,8,2.999543,0.052357,-1.8,1001.4,80.51
70.26,2,2,9,2.983566,0.313585,-1.4,1001.4,73.23
68.26,2,2,10,2.999543,-0.052357,-1.0,1001.2,65.32
68.37,2,2,11,2.977638,0.365608,-0.6,1000.8,66.15
65.93,2,2,12,2.934443,0.623735,-0.3,1000.9,66.27
63.62,2,2,13,2.954423,0.520945,-0.4,1000.8,56.08
69.2,2,2,14,3.970185,0.487477,-0.6,1000.6,51.19
79.37,2,2,15,2.999543,-0.052357,-0.7,1001.0,47.95
82.92,2,2,16,3.978088,0.418114,-1.0,1001.5,44.52
89.29,2,2,17,3.994518,0.209344,-1.0,1002.0,44.24
87.01,2,2,18,2.944882,0.572427,-1.0,1002.5,43.66
82.47,2,2,19,2.740636,1.22021,-1.2,1002.9,42.26
80.51,2,2,20,2.571502,1.545114,-1.7,1003.5,40.54
73.23,2,2,21,2.623859,1.454429,-2.1,1004.2,42.97
65.32,2,2,22,3.708735,1.498426,-2.6,1004.6,38.21
66.15,2,2,23,1.91261,0.584743,-3.2,1005.0,25.92
66.27,2,3,0,1.812616,0.845237,-3.5,1005.5,27.81
56.08,2,3,1,2.883785,0.826912,-3.7,1006.0,27.73
51.19,2,3,2,1.902113,0.618034,-4.5,1006.5,25.62
47.95,2,3,3,1.84101,0.781462,-6.3,1006.9,23.98
44.52,2,3,4,2.85317,0.927051,-5.8,1007.6,33.55
44.24,2,3,5,2.897777,0.776457,-7.6,1008.4,37.02
43.66,2,3,6,2.910887,0.725766,-10.5,1009.1,44.86
42.26,2,3,7,3.0,0.0,-9.2,1010.0,48.27
40.54,2,3,8,3.990256,0.279026,-7.8,1010.3,46.16
42.97,2,3,9,2.999543,-0.052357,-6.5,1011.1,47.45
38.21,2,3,10,3.961072,-0.556692,-5.5,1011.4,51.79
25.92,2,3,11,3.939231,-0.694593,-4.6,1011.9,55.24
27.81,2,3,12,3.804226,-1.236068,-3.8,1011.9,56.51
27.73,2,3,13,4.924039,-0.868241,-3.3,1011.7,56.15
25.62,2,3,14,5.706339,-1.854102,-3.1,1011.5,55.81
23.98,2,3,15,4.806308,-1.378187,-3.9,1011.8,54.55
33.55,2,3,16,5.84622,-1.349706,-5.5,1011.9,50.3
37.02,2,3,17,4.908136,-0.954045,-7.2,1012.4,44.92
44.86,2,3,18,4.727593,-1.627841,-8.5,1012.3,41.29
48.27,2,3,19,3.564026,-1.815962,-9.2,1012.1,40.66
46.16,2,3,20,3.564026,-1.815962,-9.9,1012.3,41.97
47.45,2,3,21,3.53179,-1.877886,-10.1,1012.2,43.56
51.79,2,3,22,4.635919,-1.873033,-10.6,1011.6,46.44
55.24,2,3,23,2.264129,-1.968177,-10.8,1011.4,43.95
56.51,2,4,0,4.414738,-2.347358,-10.7,1010.6,46.86
56.15,2,4,1,3.236068,-2.351141,-10.5,1010.1,55.01
55.81,2,4,2,4.455033,-2.269952,-10.6,1009.3,72.88
54.55,2,4,3,4.455033,-2.269952,-10.8,1008.8,74.36
50.3,2,4,4,4.24024,-2.649596,-10.5,1008.1,67.74
44.92,2,4,5,3.392192,-2.119677,-9.9,1007.3,44.04
41.29,2,4,6,4.09576,-2.867882,-9.8,1007.0,43.63
40.66,2,4,7,4.145188,-2.795965,-9.1,1006.5,38.13
41.97,2,4,8,3.152043,-2.462646,-7.9,1006.1,39.23
43.56,2,4,9,2.925415,-2.727993,-6.8,1005.6,38.25
46.44,2,4,10,1.887961,-2.331438,-4.6,1005.5,34.52
43.95,2,4,11,1.968177,-2.264129,-3.4,1005.0,41.38
46.86,2,4,12,1.763356,-2.427051,-2.3,1004.7,52.47
55.01,2,4,13,1.075104,-2.800741,-1.3,1004.5,48.45
72.88,2,4,14,0.749213,-1.854368,-0.1,1004.4,46.8
74.36,2,4,15,0.0,-1.0,0.7,1004.9,48.31
67.74,2,4,16,-2.819078,-1.02606,2.6,1005.4,43.09
44.04,2,4,17,-1.812616,-0.845237,2.5,1006.1,47.14
43.63,2,4,18,-2.623859,-1.454429,2.7,1006.3,41.88
38.13,2,4,19,-2.92311,-0.674853,2.9,1006.7,37.2
39.23,2,4,20,-1.782013,-0.907981,2.9,1007.1,29.04
38.25,2,4,21,-1.677341,-1.089278,2.7,1007.6,28.43
34.52,2,4,22,-0.559193,-0.829038,2.5,1007.7,29.67
41.38,2,4,23,-0.866025,-0.5,2.1,1008.1,35.93
52.47,2,5,0,-2.836556,-0.976704,2.5,1008.6,37.19
48.45,2,5,1,-1.969616,-0.347296,2.4,1009.0,31.41
46.8,2,5,2,-1.997259,-0.104672,2.1,1009.4,29.95
48.31,2,5,3,-1.94874,-0.449902,2.2,1009.9,30.05
43.09,2,5,4,-1.956295,-0.415823,2.0,1010.1,37.23
47.14,2,5,5,-1.922523,-0.551275,1.8,1010.6,38.62
41.88,2,5,6,-0.798636,-0.601815,1.7,1011.4,40.47
37.2,2,5,7,0.224951,-0.97437,1.9,1012.0,52.85
29.04,2,5,8,0.156434,-0.987688,3.5,1012.1,60.75
28.43,2,5,9,0.551275,-1.922523,3.9,1012.4,47.14
29.67,2,5,10,0.845237,-1.812616,4.8,1013.1,45.13
35.93,2,5,11,0.651136,-1.891037,6.5,1013.2,46.94
37.19,2,5,12,-0.813473,-1.827091,6.8,1013.2,46.74
31.41,2,5,13,0.551275,-1.922523,6.2,1013.1,48.5
29.95,2,5,14,0.845237,-1.812616,6.3,1012.9,46.07
30.05,2,5,15,1.059839,-1.696096,5.6,1012.7,41.34
37.23,2,5,16,0.615661,-0.788011,4.1,1012.4,39.93
38.62,2,5,17,1.714335,-1.030076,3.1,1012.3,40.89
40.47,2,5,18,1.618034,-1.175571,2.2,1012.7,41.85
52.85,2,5,19,1.48629,-1.338261,1.2,1013.1,44.13
60.75,2,5,20,2.427051,-1.763356,0.6,1013.5,48.08
47.14,2,5,21,2.516012,-1.633917,0.1,1013.6,51.4
45.13,2,5,22,2.364032,-1.846984,-0.1,1013.3,48.94
46.94,2,5,23,1.532089,-1.285575,-0.2,1012.5,43.86
46.74,2,6,0,1.576022,-1.231323,-0.2,1012.5,41.25
48.5,2,6,1,1.509419,-1.312118,-0.3,1012.2,37.13
46.07,2,6,2,1.43868,-1.389317,-0.6,1011.7,30.06
41.34,2,6,3,2.331438,-1.887961,-0.9,1011.7,29.33
39.93,2,6,4,2.598076,-1.5,-1.0,1011.8,32.4
40.89,2,6,5,2.331438,-1.887961,-1.2,1011.7,34.55
41.85,2,6,6,2.364032,-1.846984,-1.4,1011.7,36.31
44.13,2,6,7,1.658075,-1.118386,-1.2,1011.7,43.07
48.08,2,6,8,1.597271,-1.20363,0.4,1011.8,43.48
51.4,2,6,9,1.315113,-2.696382,3.4,1011.7,48.84
48.94,2,6,10,-0.139513,-1.995128,6.1,1011.8,55.4
43.86,2,6,11,0.209057,-1.989044,7.8,1011.7,52.88
41.25,2,6,12,0.826912,-2.883785,8.5,1011.7,48.42
37.13,2,6,13,0.625738,-3.950753,9.0,1011.0,43.68
30.06,2,6,14,0.417519,-2.970804,9.6,1010.9,46.25
29.33,2,6,15,-0.515038,-0.857167,9.4,1011.1,49.46
32.4,2,6,16,0.258819,-0.965926,6.8,1010.9,51.96
34.55,2,6,17,0.406737,-0.913545,5.1,1010.8,51.77
36.31,2,6,18,0.292372,-0.956305,4.0,1010.9,53.54
43.07,2,6,19,0.618034,-1.902113,2.6,1011.2,56.78
43.48,2,6,20,0.766044,-0.642788,2.0,1011.5,55.17
48.84,2,6,21,1.618034,-1.175571,1.0,1011.8,52.86
55.4,2,6,22,1.696096,-1.059839,1.6,1011.8,54.16
52.88,2,6,23,1.638304,-1.147153,0.7,1012.2,55.15
48.42,2,0,0,1.554292,-1.258641,0.3,1012.2,54.84
43.68,2,0,1,1.363997,-1.462707,0.0,1012.2,46.24
46.25,2,0,2,1.147153,-1.638304,-0.8,1011.7,39.15
49.46,2,0,3,1.338261,-1.48629,-0.5,1011.7,40.23
51.96,2,0,4,1.509419,-1.312118,-1.5,1012.1,46.04
51.77,2,0,5,1.059839,-1.696096,-1.1,1012.4,47.23
53.54,2,0,6,0.559193,-0.829038,-1.2,1012.5,53.56
56.78,2,0,7,1.118386,-1.658075,0.1,1012.4,46.38
55.17,2,0,8,1.175571,-1.618034,2.4,1012.5,49.75
52.86,2,0,9,1.0,-1.732051,4.7,1012.6,51.21
54.16,2,0,10,1.175571,-1.618034,7.1,1012.6,57.12
55.15,2,0,11,1.0,-1.732051,9.3,1012.5,63.74
54.84,2,0,12,1.618034,-1.175571,10.4,1012.2,62.43
46.24,2,0,13,0.907981,-1.782013,11.1,1012.0,65.44
39.15,2,0,14,1.589758,-2.544144,11.0,1011.9,66.93
40.23,2,0,15,0.876742,-1.797588,9.9,1011.9,65.67
46.04,2,0,16,0.716736,-1.867161,8.1,1012.2,65.57
47.23,2,0,17,0.422618,-0.906308,5.9,1012.9,68.44
53.56,2,0,18,1.963254,-0.381618,4.9,1013.1,76.82
46.38,2,0,19,1.618034,-1.175571,4.6,1013.2,83.79
49.75,2,0,20,0.788011,-0.615661,1.5,1013.4,93.04
51.21,2,0,21,0.809017,-0.587785,0.2,1013.7,88.99
57.12,2,0,22,1.940591,-0.483844,0.4,1013.8,79.2
63.74,2,0,23,0.838671,-0.544639,0.5,1014.4,74.23
62.43,2,1,0,0.0,0.0,-0.7,1014.5,65.66
65.44,2,1,1,0.848048,-0.529919,-1.0,1015.2,57.49
66.93,2,1,2,0.0,0.0,-1.5,1015.6,48.78
65.67,2,1,3,0.0,0.0,-2.2,1016.0,51.66
65.57,2,1,4,0.93358,-0.358368,-1.6,1016.2,60.7
68.44,2,1,5,-0.241922,-0.970296,-2.2,1016.6,60.02
76.82,2,1,6,0.0,0.0,-2.4,1017.0,63.72
83.79,2,1,7,-0.819152,-0.573576,-0.1,1017.6,65.46
93.04,2,1,8,-1.827091,-0.813473,0.6,1018.3,65.28
88.99,2,1,9,-2.992692,-0.209269,2.1,1018.5,64.64
79.2,2,1,10,-1.84101,-0.781462,4.9,1019.0,62.81
74.23,2,1,11,-3.997563,-0.139598,7.5,1019.2,64.02
65.66,2,1,12,-3.881183,-0.967688,8.6,1019.3,64.79
57.49,2,1,13,-2.977638,-0.365608,9.1,1019.3,65.22
48.78,2,1,14,-1.989044,-0.209057,9.9,1019.1,63.71
51.66,2,1,15,0.381618,-1.963254,9.1,1018.9,63.42
60.7,2,1,16,-0.559193,-0.829038,7.1,1019.3,60.52
60.02,2,1,17,-0.731354,-0.681998,4.6,1019.6,55.44
63.72,2,1,18,-0.656059,-0.75471,4.1,1019.9,52.95
65.46,2,1,19,-0.945519,-0.325568,3.5,1019.9,55.92
65.28,2,1,20,-1.532089,-1.285575,5.8,1019.6,59.66
64.64,2,1,21,0.0,0.0,4.7,1019.6,59.29
62.81,2,1,22,-0.358368,0.93358,4.1,1020.6,61.43
64.02,2,1,23,-1.91261,-0.584743,6.4,1020.5,68.08
64.79,2,2,0,0.0,0.0,4.8,1020.5,64.25
65.22,2,2,1,0.139173,-0.990268,4.6,1020.2,49.57
63.71,2,2,2,0.0,0.0,2.8,1019.4,36.81
63.42,2,2,3,0.681998,-0.731354,3.1,1019.4,34.17
60.52,2,2,4,-0.121869,-0.992546,1.3,1019.9,46.77
55.44,2,2,5,-0.788011,-0.615661,2.2,1020.0,46.63
52.95,2,2,6,-2.897777,-0.776457,5.4,1020.2,46.87
55.92,2,2,7,-2.934443,-0.623735,6.4,1020.6,49.26
59.66,2,2,8,-1.902113,-0.618034,7.6,1020.6,50.59
59.29,2,2,9,-2.934443,-0.623735,9.6,1020.7,47.09
61.43,2,2,10,-1.94874,-0.449902,10.6,1020.7,43.55
68.08,2,2,11,-1.658075,-1.118386,13.2,1020.1,42.08
64.25,2,2,12,-1.638304,-1.147153,15.9,1019.6,40.46
49.57,2,2,13,-2.229434,-2.007392,17.1,1019.1,41.49
36.81,2,2,14,-2.364032,-1.846984,16.7,1018.9,43.1
34.17,2,2,15,-1.782013,-0.907981,15.8,1018.6,45.21
46.77,2,2,16,-0.656059,-0.75471,12.8,1018.5,49.41
46.63,2,2,17,0.173648,-0.984808,10.0,1018.4,51.64
46.87,2,2,18,0.0,0.0,6.9,1018.2,54.16
49.26,2,2,19,0.0,0.0,5.5,1017.9,58.29
50.59,2,2,20,0.0,0.0,4.5,1018.0,61.7
47.09,2,2,21,0.0,0.0,4.0,1018.0,66.43
43.55,2,2,22,0.0,0.0,5.0,1018.0,83.19
42.08,2,2,23,0.990268,-0.139173,4.4,1017.7,75.71
40.46,2,3,0,0.0,0.0,3.9,1017.5,61.42
41.49,2,3,1,0.0,0.0,3.7,1017.4,54.32
43.1,2,3,2,0.0,0.0,1.6,1016.8,42.95
45.21,2,3,3,0.0,0.0,1.1,1016.8,42.05
49.41,2,3,4,0.0,0.0,0.3,1016.8,52.48
51.64,2,3,5,0.0,0.0,0.2,1016.8,62.78
54.16,2,3,6,0.0,0.0,0.9,1016.8,60.72
58.29,2,3,7,0.0,0.0,1.7,1016.9,64.47
61.7,2,3,8,0.156434,-0.987688,7.8,1016.9,64.85
66.43,2,3,9,-0.325568,-0.945519,11.1,1016.8,60.77
83.19,2,3,10,0.829038,-0.559193,13.4,1016.5,54.76
75.71,2,3,11,0.68404,-1.879385,15.1,1016.0,50.55
61.42,2,3,12,0.551275,-1.922523,17.1,1015.1,47.83
54.32,2,3,13,-0.551275,-1.922523,18.1,1014.7,49.7
42.95,2,3,14,0.174311,-1.992389,17.6,1014.0,50.7
42.05,2,3,15,0.381618,-1.963254,16.0,1013.6,52.82
52.48,2,3,16,0.156434,-0.987688,13.2,1013.5,54.93
62.78,2,3,17,0.781462,-1.84101,10.8,1013.3,55.51
60.72,2,3,18,0.173648,-0.984808,8.6,1013.0,56.39
64.47,2,3,19,0.224951,-0.97437,7.0,1012.6,56.31
64.85,2,3,20,-0.052336,-0.99863,5.2,1012.3,53.16
60.77,2,3,21,0.0,0.0,4.6,1012.2,52.55
54.76,2,3,22,-0.809017,-0.587785,3.9,1011.9,52.03
50.55,2,3,23,-3.825219,-1.169487,10.5,1011.9,38.18
47.83,2,4,0,-2.910887,-0.725766,9.9,1012.1,23.68
49.7,2,4,1,-2.897777,-0.776457,8.8,1011.9,17.49
50.7,2,4,2,-2.868914,-0.877115,8.2,1011.5,18.45
52.82,2,4,3,-2.868914,-0.877115,7.7,1011.6,20.25
54.93,2,4,4,-3.89748,-0.899804,7.3,1011.8,21.14
55.51,2,4,5,-2.740636,-1.22021,6.7,1011.6,21.23
56.39,2,4,6,-2.648843,-1.408415,6.6,1011.6,24.26
56.31,2,4,7,-2.883785,-0.826912,7.7,1011.7,26.06
53.16,2,4,8,-3.926509,-0.763236,9.6,1011.8,26.58
52.55,2,4,9,-5.977168,0.522934,9.6,1011.8,19.31
52.03,2,4,10,-3.997563,-0.139598,10.0,1011.8,9.25
38.18,2,4,11,-4.781524,1.461859,8.3,1011.6,7.27
23.68,2,4,12,-3.75877,1.368081,6.4,1011.5,7.13
17.49,2,4,13,-2.999543,0.052357,5.5,1011.2,7.03
18.45,2,4,14,-1.902113,-0.618034,5.5,1010.6,7.61
20.25,2,4,15,-2.897777,-0.776457,5.3,1010.5,8.04
21.14,2,4,16,-3.91259,-0.831647,5.2,1010.4,8.3
21.23,2,4,17,-3.89748,-0.899804,5.1,1010.5,7.95
24.26,2,4,18,-3.926509,-0.763236,5.0,1010.9,9.03
26.06,2,4,19,-3.825219,-1.169487,4.8,1010.5,8.74
26.58,2,4,20,-4.962731,-0.609347,4.5,1010.7,11.48
19.31,2,4,21,-7.878462,1.389185,4.8,1011.3,15.89
9.25,2,4,22,-5.967131,0.627171,4.4,1011.5,18.46
7.27,2,4,23,-4.980973,-0.435779,4.5,1011.6,15.36
7.13,2,5,0,-4.999238,0.087262,4.6,1011.8,15.56
7.03,2,5,1,-3.950753,-0.625738,4.5,1011.7,14.33
7.61,2,5,2,-4.980973,-0.435779,4.3,1011.7,14.07
8.04,2,5,3,-4.962731,-0.609347,4.4,1011.8,10.81
8.3,2,5,4,-5.0,-0.0,4.4,1012.2,8.49
7.95,2,5,5,-5.84622,1.349706,4.3,1012.7,7.81
9.03,2,5,6,-5.977168,0.522934,4.3,1013.1,6.76
8.74,2,5,7,-6.931876,0.974212,4.4,1013.7,8.67
11.48,2,5,8,-6.180633,3.286301,4.6,1014.3,9.65
15.89,2,5,9,-6.535063,2.508576,5.6,1014.9,10.74
18.46,2,5,10,-5.638156,2.052121,6.8,1015.5,10.84
15.36,2,5,11,-6.79207,1.693453,8.1,1016.0,10.59
15.56,2,5,12,-7.690094,2.205099,7.9,1016.1,9.75
14.33,2,5,13,-7.690094,2.205099,8.1,1016.4,11.52
14.07,2,5,14,-5.936337,3.709435,7.2,1016.8,14.83
10.81,2,5,15,-6.582183,6.137985,6.3,1017.4,18.91
8.49,2,5,16,-6.000171,3.605267,5.8,1017.8,19.33
7.81,2,5,17,-5.247718,2.908858,4.9,1018.4,18.86
6.76,2,5,18,-3.845047,1.102549,3.3,1018.7,18.96
8.67,2,5,19,-4.87185,1.124755,2.5,1018.9,20.96
9.65,2,5,20,-3.89748,0.899804,1.7,1019.3,24.89
10.74,2,5,21,-3.939231,0.694593,1.2,1019.7,28.01
10.84,2,5,22,-4.0,-0.0,0.7,1019.9,26.58
10.59,2,5,23,-2.897777,-0.776457,0.5,1020.2,27.99
9.75,2,6,0,-2.992692,-0.209269,-0.4,1020.3,29.55
11.52,2,6,1,-2.963065,-0.469303,-0.3,1020.1,26.69
14.83,2,6,2,-2.944882,-0.572427,-0.4,1019.6,20.58
18.91,2,6,3,-2.977638,-0.365608,-0.7,1019.5,22.18
19.33,2,6,4,-2.992692,-0.209269,-0.8,1019.6,24.89
18.86,2,6,5,-2.977638,-0.365608,-0.1,1019.2,26.0
18.96,2,6,6,-2.897777,-0.776457,0.4,1018.7,26.96
20.96,2,6,7,-3.89748,-0.899804,1.2,1018.6,26.85
24.89,2,6,8,-5.92613,-0.938607,1.4,1018.7,25.16
28.01,2,6,9,-4.98782,-0.348782,1.7,1018.4,23.48
26.58,2,6,10,-5.908847,-1.041889,1.8,1018.0,22.94
27.99,2,6,11,-4.890738,-1.039558,2.8,1017.6,63.82
29.55,2,6,12,-5.0,-0.0,3.2,1017.8,65.71
26.69,2,6,13,-5.977168,0.522934,3.2,1017.5,65.49
20.58,2,6,14,-4.993148,0.26168,3.5,1017.5,58.39
22.18,2,6,15,-5.996345,-0.209397,3.6,1016.9,55.07
24.89,2,6,16,-5.941608,-0.835039,3.4,1016.5,51.38
26.0,2,6,17,-6.0,-0.0,3.4,1016.7,46.52
26.96,2,6,18,-4.962731,-0.609347,3.4,1016.6,41.26
26.85,2,6,19,-3.997563,-0.139598,3.5,1017.1,39.42
25.16,2,6,20,-4.98782,0.348782,3.7,1017.4,37.91
23.48,2,6,21,-3.999391,0.06981,3.3,1017.6,35.35
22.94,2,6,22,-5.638156,2.052121,3.3,1017.7,33.39
63.82,2,6,23,-2.972579,2.676522,3.2,1018.5,32.08
65.71,3,0,0,-3.830222,3.213938,2.9,1019.1,32.17
65.49,3,0,1,-3.152043,2.462646,2.7,1019.4,33.34
58.39,3,0,2,-2.331438,1.887961,2.6,1019.6,37.84
55.07,3,0,3,-2.045995,2.194061,2.6,1019.7,40.62
51.38,3,0,4,-2.571502,1.545114,2.4,1020.2,39.99
46.52,3,0,5,-1.231323,1.576022,2.3,1020.2,39.93
41.26,3,0,6,-2.819078,1.02606,2.1,1021.0,38.38
39.42,3,0,7,-1.782013,0.907981,2.1,1021.3,33.76
37.91,3,0,8,-2.995889,-0.157008,2.2,1021.5,31.17
35.35,3,0,9,-3.75877,1.368081,2.4,1022.2,26.43
33.39,3,0,10,-2.883785,0.826912,2.6,1022.4,24.12
32.08,3,0,11,-3.625231,1.690473,2.8,1022.5,57.79
32.17,3,0,12,-2.761515,-1.172193,3.0,1022.1,55.94
33.34,3,0,13,-2.910887,-0.725766,3.3,1022.2,53.33
37.84,3,0,14,-4.851479,-1.209609,3.2,1022.0,53.67
40.62,3,0,15,-3.845047,-1.102549,3.3,1021.6,56.42
39.99,3,0,16,-3.926509,-0.763236,3.3,1021.4,55.62
39.93,3,0,17,-3.970185,-0.487477,3.3,1021.6,53.06
38.38,3,0,18,-3.961072,-0.556692,3.1,1021.4,51.93
33.76,3,0,19,-3.825219,-1.169487,2.9,1021.2,51.43
31.17,3,0,20,-3.708735,-1.498426,2.9,1021.1,48.1
26.43,3,0,21,-3.881183,-0.967688,2.8,1021.0,47.5
24.12,3,0,22,-4.727593,-1.627841,2.7,1020.6,46.14
57.79,3,0,23,-5.908847,-1.041889,2.6,1020.8,33.9
55.94,3,1,0,-4.962731,-0.609347,2.5,1020.8,29.39
53.33,3,1,1,-4.829629,-1.294095,2.4,1020.2,29.36
53.67,3,1,2,-4.890738,-1.039558,2.3,1019.8,30.38
56.42,3,1,3,-3.91259,-0.831647,2.4,1019.6,28.46
55.62,3,1,4,-4.95134,-0.695866,2.5,1019.6,29.37
53.06,3,1,5,-3.91259,-0.831647,2.7,1019.1,39.99
51.93,3,1,6,-4.87185,-1.124755,2.9,1018.8,45.63
51.43,3,1,7,-4.924039,-0.868241,3.1,1018.6,49.44
48.1,3,1,8,-5.941608,-0.835039,3.6,1018.8,53.87
47.5,3,1,9,-6.947823,-0.853085,4.1,1019.0,55.31
46.14,3,1,10,-7.0,-0.0,5.1,1019.1,52.13
33.9,3,1,11,-5.991777,-0.314016,6.7,1018.7,34.9
29.39,3,1,12,-6.931876,-0.974212,7.5,1018.2,36.09
29.36,3,1,13,-5.996345,-0.209397,8.7,1017.9,34.27
30.38,3,1,14,-5.999086,-0.104714,9.0,1017.6,35.44
28.46,3,1,15,-5.673111,1.953409,8.6,1017.8,33.34
29.37,3,1,16,-3.345653,3.715724,5.1,1018.5,31.61
39.99,3,1,17,-3.392192,2.119677,3.4,1018.8,34.62
45.63,3,1,18,-2.877359,2.778633,2.4,1019.0,31.46
49.44,3,1,19,-2.487113,1.677579,1.6,1019.5,32.14
53.87,3,1,20,-2.992692,0.209269,0.9,1019.5,37.27
55.31,3,1,21,-1.389317,1.43868,0.3,1019.6,38.84
52.13,3,1,22,-1.749239,0.969619,0.4,1019.8,43.75
34.9,3,1,23,-1.638304,1.147153,0.1,1019.6,42.08
