date-time,pm2_5,wind-east,wind-north,temperature,pressure
2021-01-01 00:00:00,26.68,-0.984808,-0.173648,0.9,996.4
2021-01-01 01:00:00,35.09,-1.985092,0.243739,1.0,996.5
2021-01-01 02:00:00,43.55,0.999391,-0.034899,1.0,996.6
2021-01-01 03:00:00,46.44,-1.963254,-0.381618,0.9,996.5
2021-01-01 04:00:00,41.24,-2.0,-0.0,0.8,996.6
2021-01-01 05:00:00,45.23,-0.891007,-0.45399,0.6,996.7
2021-01-01 06:00:00,43.71,0.121869,-0.992546,0.5,997.1
2021-01-01 07:00:00,40.59,-0.992546,-0.121869,0.3,997.2
2021-01-01 08:00:00,40.25,-0.224951,-0.97437,0.3,997.3
2021-01-01 09:00:00,41.26,0.415823,-1.956295,-0.1,997.7
2021-01-01 10:00:00,38.76,-0.45399,-0.891007,-0.4,997.8
2021-01-01 11:00:00,27.91,0.813473,-1.827091,-0.6,997.6
2021-01-01 12:00:00,23.68,1.454429,-2.623859,-0.7,997.7
2021-01-01 13:00:00,21.97,0.347296,-1.969616,-0.5,997.9
2021-01-01 14:00:00,22.36,0.976704,-2.836556,-1.0,998.0
2021-01-01 15:00:00,19.83,0.876742,-1.797588,-1.0,998.2
2021-01-01 16:00:00,18.64,2.007392,-2.229434,-1.1,998.2
2021-01-01 17:00:00,19.54,0.826912,-2.883785,-0.9,998.8
2021-01-01 18:00:00,25.31,1.0,-1.732051,-0.9,998.9
2021-01-01 19:00:00,26.18,0.877115,-2.868914,-0.8,999.2
2021-01-01 20:00:00,27.04,0.449902,-1.94874,-0.5,999.5
2021-01-01 21:00:00,28.16,0.243739,-1.985092,-0.3,1000.0
2021-01-01 22:00:00,24.89,0.365608,-2.977638,-0.3,1000.0
2021-01-01 23:00:00,51.41,-0.309017,-0.951057,-0.2,1000.8
2021-01-02 00:00:00,56.41,-0.258819,-0.965926,-0.2,1001.1
2021-01-02 01:00:00,51.87,0.0,-1.0,-0.1,1001.7
2021-01-02 02:00:00,54.14,0.0,-2.0,-0.2,1001.8
2021-01-02 03:00:00,51.77,0.190809,-0.981627,-0.1,1001.8
2021-01-02 04:00:00,61.37,0.449902,-1.94874,-0.2,1002.1
2021-01-02 05:00:00,66.56,1.5,-2.598076,-0.3,1002.5
2021-01-02 06:00:00,76.48,0.551275,-1.922523,-0.4,1002.9
2021-01-02 07:00:00,70.46,1.312118,-1.509419,-0.6,1003.4
2021-01-02 08:00:00,62.31,0.449902,-1.94874,-0.6,1003.9
2021-01-02 09:00:00,60.29,1.285575,-1.532089,-0.7,1004.5
2021-01-02 10:00:00,59.75,1.677341,-1.089278,0.1,1004.6
2021-01-02 11:00:00,50.69,1.891037,-0.651136,0.5,1004.0
2021-01-02 12:00:00,52.39,2.718923,-1.267855,0.8,1004.0
2021-01-02 13:00:00,55.62,1.658075,-1.118386,0.8,1004.2
2021-01-02 14:00:00,49.69,1.999695,-0.034905,1.0,1004.6
2021-01-02 15:00:00,43.49,1.999695,0.034905,1.3,1004.7
2021-01-02 16:00:00,39.81,1.980536,0.278346,1.3,1004.8
2021-01-02 17:00:00,39.95,2.988584,0.261467,1.5,1004.9
2021-01-02 18:00:00,39.3,2.85317,-0.927051,1.6,1004.9
2021-01-02 19:00:00,46.04,0.913545,-0.406737,1.7,1004.9
2021-01-02 20:00:00,48.36,1.867161,0.716736,1.9,1004.9
2021-01-02 21:00:00,46.53,1.638304,1.147153,2.2,1005.0
2021-01-02 22:00:00,47.26,1.532089,1.285575,2.3,1005.0
2021-01-02 23:00:00,23.13,1.554292,1.258641,2.0,1005.0
2021-01-03 00:00:00,20.98,1.312118,1.509419,1.8,1005.0
2021-01-03 01:00:00,20.18,2.331438,1.887961,1.8,1005.0
2021-01-03 02:00:00,21.32,1.43868,1.389317,1.2,1004.8
2021-01-03 03:00:00,18.91,1.867161,0.716736,0.9,1004.5
2021-01-03 04:00:00,19.44,2.696382,1.315113,1.2,1004.1
2021-01-03 05:00:00,18.4,1.854368,0.749213,1.3,1003.9
2021-01-03 06:00:00,17.58,2.516012,1.633917,1.3,1003.9
2021-01-03 07:00:00,16.57,2.007392,2.229434,1.5,1003.8
2021-01-03 08:00:00,17.86,2.298133,1.928363,1.5,1004.1
2021-01-03 09:00:00,16.9,3.276608,2.294306,2.1,1004.2
2021-01-03 10:00:00,15.52,3.152043,2.462646,2.2,1003.8
2021-01-03 11:00:00,18.68,2.427051,1.763356,2.6,1003.6
2021-01-03 12:00:00,22.28,3.708735,1.498426,2.7,1003.6
2021-01-03 13:00:00,29.89,4.667902,1.79184,2.3,1003.3
2021-01-03 14:00:00,27.11,4.455033,2.269952,2.0,1003.2
2021-01-03 15:00:00,23.52,5.563103,2.24764,1.7,1003.3
2021-01-03 16:00:00,20.76,4.727593,1.627841,1.5,1003.5
2021-01-03 17:00:00,26.58,4.908136,0.954045,1.1,1003.6
2021-01-03 18:00:00,25.55,4.698463,1.710101,0.9,1003.6
2021-01-03 19:00:00,26.39,4.938442,0.782172,0.8,1003.9
2021-01-03 20:00:00,30.62,3.804226,1.236068,0.7,1003.9
2021-01-03 21:00:00,33.07,4.602524,1.953656,0.7,1004.0
2021-01-03 22:00:00,32.14,3.682019,1.562925,0.9,1004.2
2021-01-03 23:00:00,50.28,2.648843,1.408415,1.0,1004.0
2021-01-04 00:00:00,47.63,3.708735,1.498426,1.3,1003.8
2021-01-04 01:00:00,47.09,3.845047,1.102549,1.5,1003.6
2021-01-04 02:00:00,49.12,2.85317,0.927051,1.6,1003.5
2021-01-04 03:00:00,52.87,2.761515,1.172193,1.7,1003.4
2021-01-04 04:00:00,57.97,3.428669,2.060152,1.9,1003.4
2021-01-04 05:00:00,59.01,2.819078,1.02606,2.0,1003.6
2021-01-04 06:00:00,60.3,2.897777,0.776457,2.1,1003.9
2021-01-04 07:00:00,58.33,2.740636,1.22021,2.2,1004.0
2021-01-04 08:00:00,43.89,3.804226,1.236068,2.4,1004.0
2021-01-04 09:00:00,33.88,4.0,0.0,2.6,1004.6
2021-01-04 10:00:00,27.88,2.998172,-0.104698,2.9,1004.7
2021-01-04 11:00:00,22.47,2.92311,0.674853,3.1,1004.4
2021-01-04 12:00:00,23.92,2.85317,0.927051,3.5,1003.9
2021-01-04 13:00:00,22.09,3.881183,0.967688,3.6,1004.1
2021-01-04 14:00:00,33.09,2.819078,1.02606,3.6,1004.0
2021-01-04 15:00:00,36.13,2.761515,1.172193,3.5,1003.9
2021-01-04 16:00:00,28.92,2.897777,0.776457,3.6,1004.0
2021-01-04 17:00:00,17.88,4.806308,1.378187,3.4,1004.1
2021-01-04 18:00:00,27.35,2.648843,1.408415,3.4,1004.1
2021-01-04 19:00:00,30.51,2.910887,0.725766,3.4,1004.2
2021-01-04 20:00:00,13.83,4.829629,1.294095,3.2,1004.4
2021-01-04 21:00:00,5.79,2.544144,1.589758,3.4,1003.8
2021-01-04 22:00:00,4.81,2.045995,2.194061,3.6,1003.4
2021-01-04 23:00:00,28.1,1.720729,2.457456,3.7,1003.2
2021-01-05 00:00:00,29.62,1.22021,2.740636,3.6,1002.6
2021-01-05 01:00:00,31.35,1.433472,3.734322,3.6,1002.4
2021-01-05 02:00:00,26.98,1.562925,3.682019,3.7,1002.0
2021-01-05 03:00:00,23.39,1.627841,4.727593,3.8,1001.3
2021-01-05 04:00:00,24.64,2.630227,5.392764,4.0,1000.6
2021-01-05 05:00:00,25.16,2.424048,4.373099,4.1,1000.4
2021-01-05 06:00:00,25.08,2.033683,4.567727,4.2,1000.0
2021-01-05 07:00:00,24.1,2.795965,4.145188,4.2,999.6
2021-01-05 08:00:00,19.58,4.09199,4.388122,3.8,999.2
2021-01-05 09:00:00,17.77,5.119476,4.773989,3.2,998.8
2021-01-05 10:00:00,17.77,3.267834,5.032023,2.2,998.3
2021-01-05 11:00:00,18.08,2.033683,4.567727,1.9,997.4
2021-01-05 12:00:00,17.44,1.877886,3.53179,2.8,996.7
2021-01-05 13:00:00,19.42,1.928363,2.298133,3.6,996.4
2021-01-05 14:00:00,21.58,3.392192,2.119677,4.2,996.5
2021-01-05 15:00:00,22.99,5.999086,-0.104714,4.5,996.6
2021-01-05 16:00:00,25.27,7.727407,-2.070552,3.8,997.0
2021-01-05 17:00:00,26.45,5.706339,-1.854102,3.0,997.2
2021-01-05 18:00:00,29.2,6.0,0.0,2.5,997.5
2021-01-05 19:00:00,27.78,4.999238,0.087262,1.9,997.8
2021-01-05 20:00:00,21.46,4.999238,0.087262,1.7,998.0
2021-01-05 21:00:00,17.5,6.0,0.0,1.7,998.1
2021-01-05 22:00:00,18.21,5.0,0.0,0.9,998.2
2021-01-05 23:00:00,17.62,4.999238,-0.087262,1.2,998.1
2021-01-06 00:00:00,17.89,4.98782,-0.348782,0.9,998.2
2021-01-06 01:00:00,19.75,3.978088,-0.418114,1.0,998.3
2021-01-06 02:00:00,20.64,3.863703,-1.035276,1.1,998.6
2021-01-06 03:00:00,27.28,1.462707,-1.363997,0.9,998.6
2021-01-06 04:00:00,29.36,0.529919,-0.848048,1.1,998.8
2021-01-06 05:00:00,34.05,0.551275,-1.922523,1.3,999.0
2021-01-06 06:00:00,31.3,0.781462,-1.84101,1.3,999.3
2021-01-06 07:00:00,26.54,0.749213,-1.854368,1.3,999.6
2021-01-06 08:00:00,14.54,0.483844,-1.940591,1.5,1000.1
2021-01-06 09:00:00,15.56,0.716736,-1.867161,1.7,1000.2
2021-01-06 10:00:00,12.69,0.749213,-1.854368,2.0,1000.1
2021-01-06 11:00:00,10.84,1.285575,-1.532089,2.1,999.9
2021-01-06 12:00:00,13.46,1.84101,-0.781462,2.3,999.5
2021-01-06 13:00:00,10.85,1.414214,-1.414214,2.3,999.4
2021-01-06 14:00:00,11.54,1.963254,-0.381618,2.3,999.1
2021-01-06 15:00:00,10.28,3.782074,-1.302273,2.3,999.1
2021-01-06 16:00:00,10.31,2.995889,-0.157008,2.3,998.6
2021-01-06 17:00:00,12.31,1.963254,0.381618,0.7,998.4
2021-01-06 18:00:00,11.05,2.800741,1.075104,1.8,998.0
2021-01-06 19:00:00,12.48,3.863703,1.035276,2.0,997.8
2021-01-06 20:00:00,18.9,3.950753,0.625738,2.0,997.0
2021-01-06 21:00:00,17.21,3.978088,0.418114,2.0,996.5
2021-01-06 22:00:00,16.63,1.91261,0.584743,2.0,995.9
2021-01-06 23:00:00,9.9,0.573576,-0.819152,2.4,995.6
2021-01-07 00:00:00,10.58,0.517638,-1.931852,2.3,995.6
2021-01-07 01:00:00,11.95,0.104672,-1.997259,1.7,995.6
2021-01-07 02:00:00,12.57,0.520945,-2.954423,1.2,995.6
2021-01-07 03:00:00,12.77,0.347296,-1.969616,1.2,995.4
2021-01-07 04:00:00,12.79,0.243739,-1.985092,1.3,995.4
2021-01-07 05:00:00,13.2,-0.104528,-0.994522,1.3,995.4
2021-01-07 06:00:00,14.21,-1.258641,-1.554292,1.2,995.7
2021-01-07 07:00:00,15.58,-1.089278,-1.677341,1.0,996.3
2021-01-07 08:00:00,11.77,-0.838671,-0.544639,0.9,996.7
2021-01-07 09:00:00,9.91,-1.732051,-1.0,1.0,996.8
2021-01-07 10:00:00,10.25,-2.781552,-1.12382,1.2,996.6
2021-01-07 11:00:00,12.26,-2.934443,-0.623735,1.4,996.6
2021-01-07 12:00:00,11.71,-3.978088,-0.418114,1.3,996.5
2021-01-07 13:00:00,12.29,-2.868914,-0.877115,1.3,996.5
2021-01-07 14:00:00,12.62,-0.71934,-0.694658,1.1,996.9
2021-01-07 15:00:00,13.13,-0.642788,-0.766044,1.2,997.4
2021-01-07 16:00:00,13.01,-2.781552,-1.12382,0.8,997.7
2021-01-07 17:00:00,11.2,-0.743145,-0.669131,0.6,997.8
2021-01-07 18:00:00,12.93,-1.48629,-1.338261,0.5,998.0
2021-01-07 19:00:00,12.93,-1.714335,-1.030076,0.4,998.2
2021-01-07 20:00:00,10.33,-1.638304,-1.147153,0.3,998.4
2021-01-07 21:00:00,10.72,-1.576022,-1.231323,0.4,998.7
2021-01-07 22:00:00,17.02,-1.509419,-1.312118,0.5,998.9
2021-01-07 23:00:00,20.88,-0.969619,-1.749239,0.5,998.7
2021-01-08 00:00:00,19.4,-1.509419,-1.312118,0.6,998.8
2021-01-08 01:00:00,17.98,-1.677341,-1.089278,0.6,998.7
2021-01-08 02:00:00,17.09,-2.781552,-1.12382,0.7,998.8
2021-01-08 03:00:00,17.46,-2.819078,-1.02606,0.6,998.8
2021-01-08 04:00:00,17.15,-1.812616,-0.845237,0.6,999.0
2021-01-08 05:00:00,14.24,-1.749239,-0.969619,0.6,999.1
2021-01-08 06:00:00,10.88,-1.658075,-1.118386,0.4,999.4
2021-01-08 07:00:00,8.21,-1.118386,-1.658075,0.3,999.8
2021-01-08 08:00:00,8.01,-1.059839,-1.696096,0.3,1000.2
2021-01-08 09:00:00,7.85,-1.48629,-1.338261,0.6,1000.4
2021-01-08 10:00:00,6.54,-1.389317,-1.43868,1.0,1000.1
2021-01-08 11:00:00,7.42,-1.677341,-1.089278,1.4,999.9
2021-01-08 12:00:00,8.56,-1.963254,-0.381618,1.6,999.9
2021-01-08 13:00:00,10.35,-1.677341,-1.089278,1.6,1000.0
2021-01-08 14:00:00,10.36,-0.374607,-0.927184,1.3,1000.2
2021-01-08 15:00:00,11.01,0.0,0.0,1.0,1000.2
2021-01-08 16:00:00,7.44,-0.656059,-0.75471,0.7,1000.5
2021-01-08 17:00:00,8.18,-0.829038,-0.559193,0.5,1000.8
2021-01-08 18:00:00,8.28,-1.618034,-1.175571,0.4,1000.9
2021-01-08 19:00:00,9.03,-1.765895,-0.938943,0.2,1001.1
2021-01-08 20:00:00,10.45,-1.84101,-0.781462,0.0,1001.3
2021-01-08 21:00:00,10.09,-0.71934,-0.694658,-0.1,1001.5
2021-01-08 22:00:00,13.08,-1.867161,-0.716736,-0.2,1001.8
2021-01-08 23:00:00,3.91,-1.997259,-0.104672,-0.4,1002.0
2021-01-09 00:00:00,3.73,-1.94874,-0.449902,-0.5,1002.0
2021-01-09 01:00:00,3.03,-0.838671,-0.544639,-0.6,1002.2
2021-01-09 02:00:00,3.69,-1.992389,-0.174311,-0.8,1002.1
2021-01-09 03:00:00,4.23,-1.867161,-0.716736,-0.8,1002.0
2021-01-09 04:00:00,7.2,-1.989044,-0.209057,-0.7,1002.0
2021-01-09 05:00:00,12.58,-2.897777,-0.776457,-0.6,1002.3
2021-01-09 06:00:00,13.41,-2.836556,-0.976704,-0.5,1002.7
2021-01-09 07:00:00,12.38,-1.797588,-0.876742,-0.4,1003.1
2021-01-09 08:00:00,11.61,-2.819078,-1.02606,-0.3,1003.5
2021-01-09 09:00:00,11.43,-2.85317,-0.927051,-0.1,1003.8
2021-01-09 10:00:00,9.7,-3.970185,-0.487477,-0.1,1003.7
2021-01-09 11:00:00,8.7,-3.978088,-0.418114,0.2,1003.6
2021-01-09 12:00:00,6.32,-3.939231,-0.694593,0.3,1003.6
2021-01-09 13:00:00,6.71,-3.939231,-0.694593,0.4,1003.8
2021-01-09 14:00:00,7.34,-3.91259,-0.831647,0.3,1004.1
2021-01-09 15:00:00,8.01,-4.98782,-0.348782,0.4,1004.4
2021-01-09 16:00:00,7.1,-5.941608,-0.835039,0.3,1004.9
2021-01-09 17:00:00,8.54,-5.977168,-0.522934,0.0,1005.4
2021-01-09 18:00:00,8.13,-4.908136,-0.954045,-0.2,1005.9
2021-01-09 19:00:00,7.82,-4.87185,-1.124755,-0.3,1006.1
2021-01-09 20:00:00,7.69,-3.970185,-0.487477,-0.5,1006.2
2021-01-09 21:00:00,7.66,-3.961072,-0.556692,-0.6,1006.5
2021-01-09 22:00:00,6.42,-3.950753,-0.625738,-0.6,1006.7
2021-01-09 23:00:00,23.78,-3.970185,-0.487477,-0.5,1006.9
2021-01-10 00:00:00,22.31,-3.990256,-0.279026,-0.5,1007.1
2021-01-10 01:00:00,22.43,-3.984779,-0.348623,-0.4,1007.6
2021-01-10 02:00:00,22.21,-3.990256,-0.279026,-0.3,1007.9
2021-01-10 03:00:00,23.29,-3.999391,0.06981,-0.3,1008.1
2021-01-10 04:00:00,23.15,-2.998172,-0.104698,-0.2,1008.1
2021-01-10 05:00:00,23.34,-3.0,-0.0,-0.1,1008.3
2021-01-10 06:00:00,18.63,-2.977638,-0.365608,-0.1,1008.6
2021-01-10 07:00:00,20.9,-2.998172,0.104698,0.0,1009.1
2021-01-10 08:00:00,27.03,-2.998172,-0.104698,0.1,1009.6
2021-01-10 09:00:00,29.65,-2.998172,0.104698,0.2,1010.0
2021-01-10 10:00:00,22.67,-1.956295,-0.415823,0.3,1010.1
2021-01-10 11:00:00,17.33,-2.897777,-0.776457,0.2,1010.1
2021-01-10 12:00:00,18.12,-2.897777,-0.776457,0.1,1010.0
2021-01-10 13:00:00,17.19,-2.954423,-0.520945,0.1,1010.0
2021-01-10 14:00:00,13.27,-2.970804,-0.417519,0.1,1010.1
2021-01-10 15:00:00,14.61,-2.963065,-0.469303,0.3,1010.3
2021-01-10 16:00:00,18.14,-2.934443,-0.623735,0.3,1010.5
2021-01-10 17:00:00,16.8,-1.922523,-0.551275,0.2,1010.5
2021-01-10 18:00:00,16.62,-1.91261,-0.584743,0.1,1010.5
2021-01-10 19:00:00,18.52,-0.544639,-0.838671,0.0,1010.5
2021-01-10 20:00:00,18.28,-0.743145,-0.669131,-0.1,1010.4
2021-01-10 21:00:00,17.17,-0.544639,-0.838671,-0.1,1010.3
2021-01-10 22:00:00,17.22,-0.71934,-0.694658,0.0,1010.1
2021-01-10 23:00:00,,0.278346,-1.980536,0.0,1009.8
2021-01-11 00:00:00,29.9,0.483844,-1.940591,-0.1,1009.4
2021-01-11 01:00:00,30.02,0.381618,-1.963254,-0.2,1009.6
2021-01-11 02:00:00,30.05,-0.669131,-0.743145,-0.3,1009.6
2021-01-11 03:00:00,29.12,-0.121869,-0.992546,-0.4,1009.3
2021-01-11 04:00:00,28.89,0.347296,-1.969616,-0.5,1008.9
2021-01-11 05:00:00,28.81,-0.104528,-0.994522,-0.5,1008.5
2021-01-11 06:00:00,28.24,0.139173,-0.990268,-0.9,1008.3
2021-01-11 07:00:00,26.75,0.584743,-1.91261,-1.5,1008.6
2021-01-11 08:00:00,25.01,0.415823,-1.956295,-0.8,1008.8
2021-01-11 09:00:00,22.64,0.312869,-1.975377,0.2,1008.7
2021-01-11 10:00:00,21.96,-0.313585,-2.983566,1.4,1008.5
2021-01-11 11:00:00,20.85,-1.12382,-2.781552,1.9,1008.1
2021-01-11 12:00:00,17.97,-1.22021,-2.740636,1.9,1007.5
2021-01-11 13:00:00,16.86,-0.243739,-1.985092,1.7,1007.1
2021-01-11 14:00:00,17.52,-0.618034,-1.902113,0.7,1006.9
2021-01-11 15:00:00,19.5,0.243739,-1.985092,-0.2,1006.8
2021-01-11 16:00:00,21.63,0.312869,-1.975377,-0.7,1006.5
2021-01-11 17:00:00,25.13,0.415823,-1.956295,-0.9,1006.2
2021-01-11 18:00:00,26.94,0.381618,-1.963254,-1.3,1005.9
2021-01-11 19:00:00,26.26,0.725766,-2.910887,-1.4,1005.6
2021-01-11 20:00:00,28.94,0.572427,-2.944882,-1.3,1005.0
2021-01-11 21:00:00,28.3,0.417519,-2.970804,-1.6,1004.6
2021-01-11 22:00:00,28.02,1.12382,-2.781552,-2.2,1004.2
2021-01-11 23:00:00,7.74,1.02606,-2.819078,-2.7,1003.5
2021-01-12 00:00:00,10.44,1.172193,-2.761515,-3.0,1002.4
2021-01-12 01:00:00,10.08,1.408415,-2.648843,-3.3,1002.1
2021-01-12 02:00:00,10.89,1.454429,-2.623859,-3.6,1001.0
2021-01-12 03:00:00,11.46,1.720729,-2.457456,-3.5,999.8
2021-01-12 04:00:00,10.25,2.0,-3.464102,-3.7,998.6
2021-01-12 05:00:00,10.16,1.498426,-3.708735,-3.3,997.7
2021-01-12 06:00:00,12.46,0.826912,-2.883785,-3.3,997.3
2021-01-12 07:00:00,15.85,1.12382,-2.781552,-3.1,996.5
2021-01-12 08:00:00,16.56,1.690473,-3.625231,-2.5,995.8
2021-01-12 09:00:00,16.45,0.694593,-3.939231,-1.5,995.4
2021-01-12 10:00:00,15.74,0.694593,-3.939231,-0.2,994.5
2021-01-12 11:00:00,14.77,0.831647,-3.91259,0.1,993.7
2021-01-12 12:00:00,14.76,0.776457,-2.897777,0.2,992.8
2021-01-12 13:00:00,12.75,0.763236,-3.926509,0.5,992.1
2021-01-12 14:00:00,12.06,0.877115,-2.868914,0.5,991.5
2021-01-12 15:00:00,14.46,0.776457,-2.897777,0.6,990.9
2021-01-12 16:00:00,15.11,0.572427,-2.944882,0.7,990.2
2021-01-12 17:00:00,16.09,0.104698,-2.998172,0.4,989.7
2021-01-12 18:00:00,17.23,0.278346,-1.980536,-0.4,989.4
2021-01-12 19:00:00,18.42,0.776457,-2.897777,-0.4,989.3
2021-01-12 20:00:00,18.09,-0.209057,-1.989044,-0.2,989.2
2021-01-12 21:00:00,18.47,0.674853,-2.92311,-0.2,988.9
2021-01-12 22:00:00,13.85,0.139513,-1.995128,-0.2,988.7
2021-01-12 23:00:00,31.69,0.069799,-1.998782,-0.4,988.4
2021-01-13 00:00:00,32.26,-0.104672,-1.997259,-0.5,988.2
2021-01-13 01:00:00,32.53,-1.231323,-1.576022,-0.3,988.3
2021-01-13 02:00:00,30.31,-2.800741,-1.075104,0.1,988.5
2021-01-13 03:00:00,24.83,-4.98782,-0.348782,0.2,988.8
2021-01-13 04:00:00,14.96,-6.990407,0.366352,-0.3,989.3
2021-01-13 05:00:00,11.88,-6.931876,0.974212,-0.8,990.0
2021-01-13 06:00:00,11.66,-3.984779,-0.348623,-1.3,991.0
2021-01-13 07:00:00,13.52,-3.950753,0.625738,-1.4,991.5
2021-01-13 08:00:00,14.56,-2.977638,-0.365608,-1.3,992.1
2021-01-13 09:00:00,16.83,-2.910887,-0.725766,-1.0,992.5
2021-01-13 10:00:00,20.85,-4.999238,0.087262,-0.3,992.6
2021-01-13 11:00:00,18.98,-4.938442,0.782172,-0.3,992.8
2021-01-13 12:00:00,17.14,-3.961072,-0.556692,0.0,992.5
2021-01-13 13:00:00,19.37,-2.92311,-0.674853,-0.1,992.5
2021-01-13 14:00:00,21.45,-3.950753,-0.625738,0.1,992.6
2021-01-13 15:00:00,24.88,-3.91259,-0.831647,0.1,992.6
2021-01-13 16:00:00,26.73,-2.910887,-0.725766,0.0,992.6
2021-01-13 17:00:00,25.95,-2.977638,-0.365608,0.0,992.4
2021-01-13 18:00:00,27.27,-2.910887,-0.725766,0.1,992.3
2021-01-13 19:00:00,26.77,-1.797588,-0.876742,0.1,992.2
2021-01-13 20:00:00,26.76,-0.819152,-0.573576,0.0,991.9
2021-01-13 21:00:00,29.08,-0.707107,-0.707107,-0.2,991.6
2021-01-13 22:00:00,36.54,-0.34202,-0.939693,-0.4,991.2
2021-01-13 23:00:00,38.03,1.975377,-0.312869,-1.4,990.9
2021-01-14 00:00:00,33.97,0.891007,-0.45399,-1.3,990.5
2021-01-14 01:00:00,31.93,0.829038,-0.559193,-1.2,990.6
2021-01-14 02:00:00,32.26,0.731354,-0.681998,-1.1,990.7
2021-01-14 03:00:00,32.87,0.0,0.0,-1.3,990.9
2021-01-14 04:00:00,35.76,-0.898794,0.438371,-1.2,991.2
2021-01-14 05:00:00,33.26,0.651136,1.891037,-0.7,991.4
2021-01-14 06:00:00,29.64,0.469303,2.963065,-0.3,992.0
2021-01-14 07:00:00,28.85,-0.483844,1.940591,-1.9,992.6
2021-01-14 08:00:00,30.58,-1.545114,2.571502,-1.3,993.3
2021-01-14 09:00:00,27.59,-0.695866,4.95134,-1.2,994.4
2021-01-14 10:00:00,25.22,-2.347358,4.414738,-0.9,994.9
2021-01-14 11:00:00,26.03,-3.009075,3.993178,-0.6,995.1
2021-01-14 12:00:00,32.78,0.209344,3.994518,-0.8,995.7
2021-01-14 13:00:00,21.09,-0.954045,4.908136,-1.5,996.4
2021-01-14 14:00:00,31.25,-0.174497,4.996954,-2.0,997.3
2021-01-14 15:00:00,21.24,-1.294095,4.829629,-2.1,997.9
2021-01-14 16:00:00,17.98,-1.663294,7.825181,-2.7,998.6
2021-01-14 17:00:00,17.52,-3.5,6.062178,-2.9,999.1
2021-01-14 18:00:00,15.47,-3.775922,4.662876,-3.8,999.7
2021-01-14 19:00:00,15.07,-4.949747,4.949747,-4.0,1000.0
2021-01-14 20:00:00,13.64,-3.473292,3.596699,-4.1,1000.5
2021-01-14 21:00:00,15.56,-3.535534,3.535534,-4.2,1000.6
2021-01-14 22:00:00,16.71,-2.113091,4.531539,-4.1,1001.0
2021-01-14 23:00:00,15.69,-1.349706,5.84622,-4.4,1001.3
2021-01-15 00:00:00,11.93,-0.938607,5.92613,-5.3,1002.0
2021-01-15 01:00:00,13.56,0.763236,3.926509,-6.9,1002.7
2021-01-15 02:00:00,13.49,-0.417519,2.970804,-8.1,1003.0
2021-01-15 03:00:00,14.18,-3.152043,2.462646,-7.9,1003.5
2021-01-15 04:00:00,13.08,-2.954423,-0.520945,-8.0,1003.5
2021-01-15 05:00:00,13.79,-2.983566,0.313585,-8.0,1003.7
2021-01-15 06:00:00,15.18,-2.999543,0.052357,-7.8,1003.7
2021-01-15 07:00:00,16.46,-3.961072,0.556692,-7.6,1004.4
2021-01-15 08:00:00,17.33,-2.977638,-0.365608,-7.1,1004.4
2021-01-15 09:00:00,20.52,-3.939231,-0.694593,-6.3,1004.5
2021-01-15 10:00:00,26.21,-4.806308,-1.378187,-5.7,1004.3
2021-01-15 11:00:00,30.51,-4.908136,-0.954045,-4.7,1003.6
2021-01-15 12:00:00,27.95,-4.890738,-1.039558,-4.5,1003.2
2021-01-15 13:00:00,24.95,-5.955277,-0.731216,-4.6,1002.8
2021-01-15 14:00:00,27.92,-3.990256,0.279026,-4.6,1002.7
2021-01-15 15:00:00,32.02,-4.30963,5.516075,-4.3,1003.1
2021-01-15 16:00:00,23.93,-2.052121,5.638156,-5.0,1003.8
2021-01-15 17:00:00,19.24,-1.953656,4.602524,-6.5,1004.5
2021-01-15 18:00:00,15.33,0.26168,4.993148,-6.9,1005.1
2021-01-15 19:00:00,12.13,-1.408415,2.648843,-9.7,1005.7
2021-01-15 20:00:00,14.65,-1.846984,2.364032,-9.7,1006.0
2021-01-15 21:00:00,18.74,-2.988584,0.261467,-9.9,1006.2
2021-01-15 22:00:00,25.77,-2.998172,-0.104698,-10.7,1006.3
2021-01-15 23:00:00,30.58,-3.564026,1.815962,-10.4,1006.4
2021-01-16 00:00:00,29.76,-1.891037,0.651136,-11.4,1005.9
2021-01-16 01:00:00,28.48,-1.995128,0.139513,-11.1,1005.9
2021-01-16 02:00:00,37.03,-0.891007,0.45399,-11.8,1005.6
2021-01-16 03:00:00,30.76,-1.765895,0.938943,-9.3,1005.4
2021-01-16 04:00:00,26.26,-1.597271,1.20363,-9.3,1005.2
2021-01-16 05:00:00,29.32,-1.02606,2.819078,-9.5,1005.3
2021-01-16 06:00:00,29.65,-1.545114,2.571502,-9.9,1005.2
2021-01-16 07:00:00,22.58,-0.999848,0.017452,-9.2,1004.9
2021-01-16 08:00:00,23.3,-1.797588,-0.876742,-8.2,1004.3
2021-01-16 09:00:00,28.0,-1.985092,-0.243739,-6.5,1003.8
2021-01-16 10:00:00,28.35,-1.414214,-1.414214,-5.4,1002.9
2021-01-16 11:00:00,27.81,-1.175571,-1.618034,-4.6,1001.6
2021-01-16 12:00:00,28.03,-3.804226,-1.236068,-3.3,1000.1
2021-01-16 13:00:00,18.89,-6.847033,-1.455382,-2.6,998.7
2021-01-16 14:00:00,20.52,-7.794961,-1.799608,-3.8,997.9
2021-01-16 15:00:00,16.94,-7.825181,-1.663294,-4.2,997.7
