pm2_5,month,weekday,hour,wind-east,wind-north,temperature,pressure,humidity
17.77,3,1,15,-3.535534,3.535534,9.0,1005.1,54
18.08,3,1,16,-2.12132,2.12132,8.6,1005.5,59
19.16,3,1,17,-1.797588,0.876742,8.1,1005.8,62
19.14,3,1,18,-2.045995,2.194061,7.6,1006.1,65
23.6,3,1,19,-1.43868,1.389317,7.1,1006.8,67
24.17,3,1,20,-1.690473,3.625231,7.0,1007.1,69
21.92,3,1,21,-1.877886,3.53179,6.6,1007.4,71
18.69,3,1,22,0.06981,3.999391,6.7,1007.9,69
13.83,3,1,23,-0.209057,1.989044,6.0,1008.1,72
13.67,3,2,0,-1.454429,2.623859,5.4,1008.5,77
14.32,3,2,1,-1.175571,1.618034,4.5,1008.6,80
13.32,3,2,2,-1.887961,2.331438,4.3,1008.7,82
11.26,3,2,3,-2.351141,3.236068,3.9,1008.9,83
13.08,3,2,4,-1.075104,2.800741,3.8,1009.1,84
15.13,3,2,5,-0.813473,1.827091,3.8,1009.5,85
16.74,3,2,6,-0.209057,1.989044,4.4,1009.8,81
21.33,3,2,7,-0.483844,1.940591,4.9,1010.0,78
23.59,3,2,8,-1.797588,0.876742,5.8,1010.6,74
34.39,3,2,9,-2.800741,1.075104,6.2,1010.6,74
26.99,3,2,10,-1.696096,1.059839,6.6,1010.4,70
25.74,3,2,11,-1.891037,0.651136,7.0,1010.1,68
24.07,3,2,12,-1.414214,1.414214,7.0,1010.1,70
27.69,3,2,13,-1.922523,0.551275,7.2,1009.7,67
31.66,3,2,14,-0.999391,-0.034899,7.8,1009.3,65
30.68,3,2,15,-2.954423,-0.520945,7.5,1009.1,66
29.31,3,2,16,-3.708735,1.498426,6.7,1008.9,70
33.86,3,2,17,-2.781552,1.12382,6.2,1009.1,73
35.45,3,2,18,-2.598076,1.5,5.9,1009.2,75
35.15,3,2,19,-1.84101,0.781462,5.5,1009.3,77
31.74,3,2,20,-1.867161,0.716736,5.0,1009.3,79
30.2,3,2,21,-0.97437,-0.224951,5.3,1009.5,78
28.35,3,2,22,-1.989044,0.209057,5.0,1009.5,80
32.74,3,2,23,-0.71934,-0.694658,5.0,1009.5,81
38.64,3,3,0,-1.975377,-0.312869,4.7,1009.1,83
35.89,3,3,1,-1.969616,-0.347296,4.7,1008.7,82
29.41,3,3,2,-0.913545,-0.406737,4.8,1008.4,78
28.63,3,3,3,0.0,0.0,4.3,1008.2,82
37.57,3,3,4,-0.981627,-0.190809,3.9,1008.3,86
43.7,3,3,5,-0.990268,-0.139173,3.7,1008.4,88
46.36,3,3,6,-0.891007,-0.45399,4.4,1008.5,84
50.48,3,3,7,0.0,0.0,4.8,1008.8,83
50.72,3,3,8,-0.838671,0.544639,5.5,1008.9,76
46.13,3,3,9,-0.390731,0.920505,6.4,1008.9,67
36.79,3,3,10,-1.20363,-1.597271,7.4,1008.8,61
40.85,3,3,11,-1.854368,-0.749213,8.4,1008.4,58
43.26,3,3,12,-0.449902,-1.94874,9.3,1007.8,55
43.75,3,3,13,0.312869,-1.975377,10.6,1007.4,50
47.21,3,3,14,-0.278346,1.980536,10.6,1007.1,53
49.91,3,3,15,-0.469472,0.882948,10.2,1007.1,56
50.98,3,3,16,-2.598076,1.5,9.6,1007.2,61
50.31,3,3,17,-1.805445,2.395907,8.7,1007.4,61
45.4,3,3,18,-0.62932,0.777146,7.7,1007.8,62
43.28,3,3,19,0.0,0.0,5.9,1008.1,69
54.54,3,3,20,1.782013,-0.907981,5.9,1008.3,71
61.74,3,3,21,1.638304,-1.147153,5.1,1008.6,72
71.41,3,3,22,1.797588,-0.876742,4.5,1008.7,75
70.26,3,3,23,1.638304,-1.147153,3.9,1008.7,79
69.68,3,4,0,1.827091,-0.813473,2.8,1008.9,83
68.53,3,4,1,1.782013,-0.907981,2.2,1008.8,86
67.61,3,4,2,1.532089,-1.285575,2.6,1008.8,84
72.85,3,4,3,1.732051,-1.0,2.3,1008.9,86
67.13,3,4,4,1.48629,-1.338261,2.6,1008.8,83
70.62,3,4,5,1.84101,-0.781462,2.1,1009.1,89
68.87,3,4,6,1.827091,-0.813473,3.3,1009.6,84
70.7,3,4,7,1.509419,-1.312118,4.4,1009.9,80
71.53,3,4,8,2.194061,-2.045995,6.4,1010.0,72
71.97,3,4,9,3.682019,-1.562925,8.4,1010.3,66
68.77,3,4,10,3.392192,-2.119677,11.4,1010.4,57
63.49,3,4,11,1.968177,-2.264129,12.8,1010.1,47
56.6,3,4,12,-0.347296,-1.969616,12.9,1009.7,47
52.33,3,4,13,1.312118,-1.509419,12.5,1009.3,43
51.56,3,4,14,1.338261,-1.48629,12.7,1009.1,45
45.32,3,4,15,3.75877,-1.368081,13.3,1008.6,43
36.81,3,4,16,2.718923,-1.267855,12.1,1008.5,45
34.45,3,4,17,2.571502,-1.545114,10.9,1008.4,46
44.62,3,4,18,2.544144,-1.589758,9.5,1008.6,50
43.81,3,4,19,1.576022,-1.231323,8.8,1008.9,53
49.15,3,4,20,2.298133,-1.928363,7.7,1008.9,56
49.45,3,4,21,1.389317,-1.43868,6.6,1008.8,61
40.79,3,4,22,1.285575,-1.532089,6.2,1008.5,62
40.58,3,4,23,1.532089,-1.285575,5.2,1008.5,66
45.99,3,5,0,2.67302,-1.361971,4.6,1008.2,70
42.41,3,5,1,2.571502,-1.545114,4.7,1007.6,71
38.7,3,5,2,2.487113,-1.677579,5.3,1007.3,75
39.13,3,5,3,2.457456,-1.720729,4.8,1007.0,76
42.02,3,5,4,3.428669,-2.060152,4.5,1006.6,77
47.49,3,5,5,2.623859,-1.454429,4.5,1006.5,78
50.94,3,5,6,2.364032,-1.846984,5.9,1006.5,73
53.69,3,5,7,3.354682,-2.178556,6.9,1006.0,71
60.06,3,5,8,3.152043,-2.462646,9.2,1005.7,67
60.16,3,5,9,3.830222,-3.213938,13.7,1005.2,50
52.0,3,5,10,3.345653,-3.715724,16.0,1004.5,42
46.94,3,5,11,2.57519,-4.285837,17.3,1003.9,36
31.61,3,5,12,1.378187,-4.806308,18.1,1003.4,35
28.54,3,5,13,2.033683,-4.567727,18.6,1003.0,34
25.04,3,5,14,0.417519,-2.970804,18.0,1003.0,35
27.51,3,5,15,-4.24024,-2.649596,17.2,1003.3,37
24.32,3,5,16,-7.853017,-1.526472,11.0,1005.2,86
20.08,3,5,17,-7.956175,-0.836228,9.1,1006.7,85
11.53,3,5,18,-4.806308,-1.378187,8.1,1007.5,88
13.34,3,5,19,-3.961072,-0.556692,8.2,1008.2,85
14.86,3,5,20,-1.658075,-1.118386,7.8,1008.6,87
17.89,3,5,21,-0.71934,-0.694658,6.6,1009.3,87
22.07,3,5,22,-1.363997,-1.462707,6.2,1009.8,88
21.12,3,5,23,-3.734322,-1.433472,6.2,1010.4,80
,3,6,0,-4.908136,-0.954045,5.6,1010.9,78
12.27,3,6,1,-3.863703,-1.035276,4.8,1011.2,82
10.18,3,6,2,-3.804226,-1.236068,4.3,1011.4,82
10.53,3,6,3,-2.761515,-1.172193,3.7,1011.8,81
11.92,3,6,4,-3.734322,-1.433472,3.1,1012.4,84
13.6,3,6,5,-3.91259,-0.831647,3.2,1013.2,84
14.23,3,6,6,-2.883785,-0.826912,3.6,1013.8,83
14.07,3,6,7,-4.806308,-1.378187,4.0,1014.3,82
16.58,3,6,8,-5.889763,-1.144854,4.8,1014.7,79
16.97,3,6,9,-5.92613,-0.938607,5.0,1015.2,75
17.33,3,6,10,-4.924039,-0.868241,6.1,1015.3,73
15.48,3,6,11,-5.985384,-0.418539,6.8,1015.3,65
13.57,3,6,12,-4.806308,-1.378187,8.5,1015.3,54
13.73,3,6,13,-5.889763,-1.144854,9.5,1015.3,50
13.41,3,6,14,-5.92613,-0.938607,9.1,1015.5,48
14.94,3,6,15,-4.806308,1.378187,9.2,1015.6,52
15.79,3,6,16,-4.999238,-0.087262,8.9,1015.7,51
18.45,3,6,17,-2.963065,-0.469303,7.7,1015.8,54
22.31,3,6,18,-0.529919,-0.848048,6.0,1016.0,62
29.89,3,6,19,0.104528,-0.994522,5.0,1016.3,66
38.13,3,6,20,0.209057,-1.989044,3.9,1016.2,70
36.85,3,6,21,-0.034899,-0.999391,2.6,1016.3,75
32.0,3,6,22,0.601815,-0.798636,1.5,1016.3,81
34.9,3,6,23,0.224951,-0.97437,1.8,1016.3,81
31.39,3,0,0,0.34202,-0.939693,2.9,1016.2,76
29.56,3,0,1,0.45399,-0.891007,2.9,1016.0,75
28.7,3,0,2,1.891037,-0.651136,2.4,1016.1,85
28.36,3,0,3,0.5,-0.866025,2.9,1016.1,78
27.42,3,0,4,0.309017,-0.951057,3.5,1016.1,76
28.46,3,0,5,0.438371,-0.898794,4.0,1016.2,80
26.45,3,0,6,0.551275,-1.922523,4.8,1016.1,80
23.66,3,0,7,0.381618,-1.963254,6.3,1016.4,78
17.46,3,0,8,-0.174311,-1.992389,7.6,1016.5,83
15.21,3,0,9,0.365608,-2.977638,9.6,1016.2,74
15.87,3,0,10,-1.509419,-1.312118,10.5,1016.4,73
20.85,3,0,11,-0.813473,-1.827091,10.5,1016.3,74
32.46,3,0,12,-1.633917,-2.516012,10.6,1016.1,71
28.57,3,0,13,-0.781462,-1.84101,11.6,1015.7,67
26.28,3,0,14,-2.083975,-2.158019,11.9,1015.4,67
24.25,3,0,15,-0.969619,-1.749239,12.0,1015.0,69
26.51,3,0,16,-0.241922,-0.970296,11.5,1014.9,73
31.1,3,0,17,-0.34202,-0.939693,10.9,1015.3,79
40.38,3,0,18,-0.309017,-0.951057,9.8,1015.6,91
38.23,3,0,19,-0.209057,-1.989044,9.4,1015.9,95
34.76,3,0,20,-0.45399,-0.891007,9.3,1016.0,96
30.98,3,0,21,-0.309017,-0.951057,9.2,1015.8,97
28.36,3,0,22,-0.48481,-0.87462,9.2,1015.4,96
29.38,3,0,23,-0.809017,-0.587785,9.2,1015.4,97
26.22,3,1,0,-0.681998,-0.731354,9.3,1015.4,97
26.82,3,1,1,-0.48481,-0.87462,9.3,1015.2,96
27.52,3,1,2,-0.390731,-0.920505,9.2,1014.9,96
28.75,3,1,3,-0.694658,-0.71934,9.4,1015.0,95
29.12,3,1,4,-0.857167,-0.515038,9.5,1015.0,94
30.73,3,1,5,-1.891037,-0.651136,9.4,1015.2,98
31.64,3,1,6,-1.658075,-1.118386,9.7,1015.4,98
31.55,3,1,7,-0.866025,-0.5,10.5,1015.6,98
36.29,3,1,8,-3.926509,-0.763236,11.7,1015.8,89
34.14,3,1,9,-2.995889,0.157008,12.4,1016.0,85
28.83,3,1,10,-4.0,-0.0,12.2,1016.1,88
15.68,3,1,11,-4.996954,0.174497,12.5,1016.0,83
23.3,3,1,12,-5.999086,0.104714,12.6,1015.8,83
26.76,3,1,13,-4.996954,0.174497,12.6,1015.6,84
27.28,3,1,14,-3.999391,0.06981,12.7,1015.4,82
23.52,3,1,15,-2.977638,-0.365608,12.7,1015.2,83
21.5,3,1,16,-1.995128,-0.139513,12.7,1014.9,84
23.57,3,1,17,-0.587785,-0.809017,12.7,1014.9,85
26.16,3,1,18,-0.766044,-0.642788,12.6,1015.1,86
30.63,3,1,19,-0.656059,-0.75471,12.4,1015.0,87
46.75,3,1,20,-0.374607,-0.927184,10.6,1014.7,92
32.08,3,1,21,-0.292372,-0.956305,8.7,1014.3,93
29.83,3,1,22,0.0,0.0,6.0,1014.0,94
27.54,3,1,23,-0.052336,-0.99863,5.5,1014.0,97
28.9,3,2,0,0.0,0.0,5.2,1013.7,99
27.8,3,2,1,0.0,0.0,5.1,1013.5,99
28.08,3,2,2,0.0,0.0,5.0,1013.3,99
28.64,3,2,3,0.0,0.0,3.5,1013.2,100
32.49,3,2,4,0.0,0.0,3.4,1012.9,100
36.12,3,2,5,0.0,0.0,3.7,1013.0,100
41.12,3,2,6,-1.940591,-0.483844,8.8,1013.1,100
43.69,3,2,7,-2.0,-0.0,11.6,1012.9,91
41.12,3,2,8,-1.827091,-0.813473,13.6,1012.8,80
28.37,3,2,9,-1.956295,-0.415823,15.5,1012.6,68
21.7,3,2,10,-2.963065,-0.469303,17.3,1012.1,61
26.57,3,2,11,-4.972609,-0.522642,18.2,1011.5,59
26.87,3,2,12,-4.993148,0.26168,19.0,1010.8,54
18.93,3,2,13,-3.940054,3.078307,19.5,1010.1,50
20.46,3,2,14,-3.994518,0.209344,19.9,1009.5,46
24.42,3,2,15,-2.92311,-0.674853,19.9,1008.6,45
30.29,3,2,16,-2.67302,-1.361971,19.2,1008.2,48
38.49,3,2,17,-1.940591,-0.483844,17.5,1007.7,55
38.67,3,2,18,-0.939693,-0.34202,14.5,1007.4,65
45.0,3,2,19,-0.224951,-0.97437,10.6,1007.2,80
50.82,3,2,20,0.0,0.0,9.0,1006.9,87
58.27,3,2,21,0.97437,-0.224951,8.2,1006.5,89
50.61,3,2,22,0.0,0.0,7.9,1006.1,94
24.03,3,2,23,0.970296,-0.241922,7.4,1005.7,92
24.64,4,3,0,0.0,0.0,6.7,1005.0,94
23.94,4,3,1,1.827091,-0.813473,6.6,1004.3,98
20.58,4,3,2,0.681998,-0.731354,5.9,1003.6,95
20.89,4,3,3,1.902113,-0.618034,6.6,1003.0,98
20.32,4,3,4,0.62932,-0.777146,5.3,1002.6,95
19.24,4,3,5,0.681998,-0.731354,5.6,1002.0,98
17.32,4,3,6,0.0,0.0,8.9,1001.6,97
19.28,4,3,7,-0.390731,-0.920505,12.8,1001.2,77
20.97,4,3,8,-1.998782,0.069799,15.2,1000.9,65
21.89,4,3,9,-1.992389,-0.174311,18.0,1000.3,55
25.02,4,3,10,-2.992692,-0.209269,19.5,999.6,47
26.66,4,3,11,-4.95134,-0.695866,20.0,999.0,43
29.88,4,3,12,-5.889763,1.144854,20.5,998.5,38
32.76,4,3,13,-4.829629,1.294095,20.3,997.9,35
33.51,4,3,14,-6.82059,1.574657,19.5,997.5,37
29.33,4,3,15,-8.09017,5.877853,16.7,997.7,53
34.07,4,3,16,-3.267834,5.032023,15.7,998.0,53
34.12,4,3,17,-4.499513,5.362311,14.0,998.6,52
34.79,4,3,18,-5.202014,4.683914,12.8,999.2,55
38.57,4,3,19,-3.355157,4.974225,11.3,999.9,72
35.01,4,3,20,-1.215537,6.893654,9.9,1000.5,85
30.58,4,3,21,-1.574657,6.82059,7.4,1001.0,88
35.31,4,3,22,0.974212,6.931876,5.4,1002.0,80
44.49,4,3,23,2.24764,5.563103,5.0,1002.2,77
34.97,4,4,0,1.335663,6.87139,4.5,1002.7,74
25.86,4,4,1,1.378187,4.806308,4.2,1002.9,75
23.2,4,4,2,0.522934,5.977168,3.2,1003.4,79
17.18,4,4,3,-0.087262,4.999238,2.6,1004.0,86
12.81,4,4,4,-1.035276,3.863703,1.3,1003.8,88
12.09,4,4,5,-1.968177,2.264129,1.1,1003.6,92
13.81,4,4,6,-3.715724,3.345653,2.6,1004.2,89
15.76,4,4,7,-2.427051,1.763356,3.4,1004.3,84
15.96,4,4,8,-3.881183,0.967688,5.0,1004.4,76
10.79,4,4,9,-4.0,-0.0,6.6,1004.0,66
10.08,4,4,10,-4.851479,1.209609,8.5,1003.5,51
11.21,4,4,11,-5.437847,2.53571,9.3,1003.0,45
9.31,4,4,12,-4.972609,0.522642,9.8,1002.7,39
12.08,4,4,13,-4.890738,1.039558,10.0,1002.0,38
14.59,4,4,14,-4.414738,2.347358,10.0,1001.5,35
14.47,4,4,15,-4.755283,1.545085,9.8,1001.1,35
15.3,4,4,16,-5.706339,1.854102,9.0,1000.9,39
15.98,4,4,17,-3.939231,0.694593,7.3,1000.8,46
15.22,4,4,18,-1.854368,-0.749213,7.4,1000.7,48
16.28,4,4,19,-1.696096,-1.059839,6.9,1000.6,52
16.16,4,4,20,-0.743145,-0.669131,6.3,1000.2,55
17.54,4,4,21,-1.677341,-1.089278,6.1,999.9,56
16.65,4,4,22,-2.92311,0.674853,6.3,999.8,63
74.34,4,4,23,-1.545114,2.571502,5.9,999.5,65
68.25,4,5,0,2.544144,1.589758,5.4,999.4,69
60.35,4,5,1,2.934443,0.623735,4.7,999.3,72
52.74,4,5,2,0.749213,1.854368,3.7,999.3,73
46.61,4,5,3,-2.191856,4.49397,3.8,999.3,77
40.75,4,5,4,-1.753485,3.595176,3.3,999.7,81
40.1,4,5,5,-2.0,3.464102,2.1,1000.1,94
39.96,4,5,6,-2.624236,3.018838,2.4,1000.4,95
37.89,4,5,7,-1.763356,2.427051,3.2,1000.7,92
39.18,4,5,8,-3.179516,5.088289,3.2,1001.6,81
48.76,4,5,9,-0.209269,2.992692,4.4,1002.2,75
48.33,4,5,10,-1.854102,5.706339,6.6,1002.4,63
39.78,4,5,11,-0.938607,5.92613,6.7,1002.5,53
34.27,4,5,12,-0.627171,5.967131,6.6,1002.5,48
29.46,4,5,13,-0.967688,3.881183,7.2,1002.8,54
32.99,4,5,14,-1.215537,6.893654,7.5,1002.8,48
31.78,4,5,15,-2.052121,5.638156,6.2,1003.4,58
22.24,4,5,16,-3.078307,3.940054,5.6,1003.4,52
22.05,4,5,17,-4.596267,3.856726,5.3,1003.7,52
28.17,4,5,18,-3.825219,1.169487,4.2,1004.3,63
25.84,4,5,19,-2.347358,4.414738,4.1,1005.0,66
26.32,4,5,20,-2.778633,2.877359,3.6,1005.6,69
25.58,4,5,21,-3.773548,3.280295,3.1,1006.1,75
23.78,4,5,22,-3.146602,3.88573,1.8,1006.6,82
6.78,4,5,23,-2.696382,1.315113,0.8,1006.9,85
6.71,4,6,0,-2.67302,1.361971,-0.2,1007.0,88
7.33,4,6,1,-1.956295,0.415823,-0.4,1007.0,90
6.58,4,6,2,-1.891037,0.651136,-0.6,1007.0,93
12.93,4,6,3,-2.740636,1.22021,0.5,1007.2,91
11.52,4,6,4,-2.40726,3.194542,0.7,1007.4,89
10.37,4,6,5,-2.298133,1.928363,0.8,1007.4,89
10.14,4,6,6,-3.939231,0.694593,0.9,1007.8,91
11.42,4,6,7,-2.836556,0.976704,1.5,1008.0,87
15.65,4,6,8,-2.718923,1.267855,2.7,1008.3,79
8.7,4,6,9,-2.598076,1.5,4.5,1007.9,65
5.47,4,6,10,-2.92311,0.674853,6.2,1007.5,52
6.53,4,6,11,-3.999391,-0.06981,6.6,1006.9,48
5.66,4,6,12,-3.564026,-1.815962,7.7,1006.2,43
6.76,4,6,13,-2.836556,-0.976704,8.6,1005.3,38
5.34,4,6,14,-3.75877,-1.368081,8.0,1004.6,39
6.64,4,6,15,-4.999238,-0.087262,7.0,1004.1,43
8.27,4,6,16,-4.851479,-1.209609,7.4,1003.5,40
11.98,4,6,17,-1.638304,-1.147153,6.4,1002.8,45
14.38,4,6,18,-0.5,-0.866025,5.0,1002.3,52
19.81,4,6,19,-0.139173,-0.990268,3.5,1001.9,58
19.29,4,6,20,-0.292372,-0.956305,2.7,1001.1,62
18.77,4,6,21,0.087156,-0.996195,2.4,1000.4,65
13.86,4,6,22,0.243739,-1.985092,2.3,999.3,67
14.71,4,6,23,0.139513,-1.995128,2.3,998.2,67
13.9,4,0,0,-0.052336,-0.99863,2.0,997.2,69
11.24,4,0,1,-0.749213,-1.854368,2.3,996.0,67
12.65,4,0,2,-0.034905,-1.999695,1.9,994.9,68
16.04,4,0,3,0.365608,-2.977638,1.4,993.9,71
16.61,4,0,4,0.469303,-2.963065,1.0,992.6,73
20.28,4,0,5,0.927051,-2.85317,1.6,991.2,71
15.83,4,0,6,0.365608,-2.977638,3.5,990.6,63
15.78,4,0,7,-0.674853,-2.92311,6.1,989.5,56
12.3,4,0,8,0.157008,-2.995889,8.0,988.3,48
10.32,4,0,9,0.609347,-4.962731,9.4,987.1,45
9.29,4,0,10,0.06981,-3.999391,10.0,985.8,44
10.2,4,0,11,-0.06981,-3.999391,11.1,984.8,42
11.16,4,0,12,-2.0,-3.464102,11.6,983.9,40
13.09,4,0,13,-2.351141,-3.236068,12.2,983.0,40
13.28,4,0,14,-1.805445,-2.395907,12.3,982.3,42
16.74,4,0,15,-2.795965,-4.145188,11.7,981.6,43
17.62,4,0,16,-7.762366,-1.935375,8.3,982.0,69
11.56,4,0,17,-7.794961,-1.799608,4.6,983.4,89
12.33,4,0,18,-7.998782,0.139619,2.7,984.3,92
10.7,4,0,19,-6.928203,4.0,1.0,985.8,89
11.56,4,0,20,-2.910887,-0.725766,0.8,986.1,93
14.69,4,0,21,-3.804226,-1.236068,0.8,986.7,89
12.18,4,0,22,-2.648843,-1.408415,0.7,987.0,87
19.08,4,0,23,-2.158019,-2.083975,0.6,987.3,84
17.33,4,1,0,-3.53179,-1.877886,0.9,987.2,82
16.46,4,1,1,-3.654182,-1.626947,0.6,987.8,82
17.93,4,1,2,-3.595176,-1.753485,0.5,988.5,81
30.23,4,1,3,-4.567727,-2.033683,0.6,988.9,78
26.91,4,1,4,-4.87185,-1.124755,0.1,988.8,86
23.37,4,1,5,-4.781524,-1.461859,0.7,989.1,81
14.48,4,1,6,-6.847033,-1.455382,1.0,989.7,81
10.91,4,1,7,-5.889763,-1.144854,1.2,990.5,81
8.45,4,1,8,-3.825219,-1.169487,1.8,990.8,77
7.51,4,1,9,-4.698463,-1.710101,2.3,991.0,68
18.15,4,1,10,-2.427051,-1.763356,2.6,991.1,68
8.34,4,1,11,-4.851479,-1.209609,2.4,991.0,69
11.34,4,1,12,-5.821774,-1.451531,3.3,991.1,55
12.66,4,1,13,-4.95134,-0.695866,3.4,991.0,56
11.46,4,1,14,-3.990256,-0.279026,3.5,991.0,52
11.76,4,1,15,-4.996954,-0.174497,3.6,990.7,56
10.95,4,1,16,-3.970185,-0.487477,3.6,990.7,55
10.71,4,1,17,-1.956295,-0.415823,3.4,990.3,56
12.16,4,1,18,-0.707107,-0.707107,3.3,990.6,57
13.51,4,1,19,-0.207912,-0.978148,2.6,990.9,61
15.67,4,1,20,-1.118386,-1.658075,2.0,990.9,63
20.15,4,1,21,-1.618034,-1.175571,2.3,990.8,58
21.7,4,1,22,-1.749239,-0.969619,1.2,990.8,61
23.96,4,1,23,-1.638304,-1.147153,1.1,990.7,61
25.43,4,2,0,-1.532089,-1.285575,-0.2,990.6,67
26.71,4,2,1,-1.765895,-0.938943,-0.5,990.5,72
28.31,4,2,2,-0.62932,-0.777146,-1.3,990.9,77
26.7,4,2,3,-1.258641,-1.554292,-1.6,991.2,82
23.44,4,2,4,-1.618034,-1.175571,-1.7,991.5,85
22.17,4,2,5,-2.85317,-0.927051,-1.0,991.9,87
22.32,4,2,6,-3.682019,-1.562925,0.0,992.1,84
19.37,4,2,7,-4.962731,-0.609347,0.0,992.6,84
16.87,4,2,8,-4.781524,-1.461859,0.5,993.2,79
15.51,4,2,9,-5.999086,-0.104714,1.5,993.5,73
15.09,4,2,10,-4.755283,-1.545085,2.8,993.6,68
14.53,4,2,11,-5.955277,-0.731216,4.1,993.8,59
10.44,4,2,12,-5.941608,-0.835039,3.4,993.9,68
13.21,4,2,13,-6.990407,0.366352,2.8,994.0,75
12.22,4,2,14,-5.601483,-2.150208,2.1,994.3,82
11.74,4,2,15,-4.890738,-1.039558,3.1,994.7,77
11.66,4,2,16,-1.509419,-1.312118,0.6,995.1,96
12.06,4,2,17,0.0,0.0,1.3,995.1,95
13.87,4,2,18,-0.587785,-0.809017,1.2,995.6,92
13.44,4,2,19,-3.564026,-1.815962,1.5,996.0,86
13.59,4,2,20,-3.782074,-1.302273,1.0,996.1,85
14.52,4,2,21,-2.85317,-0.927051,0.6,996.5,86
15.71,4,2,22,-2.85317,-0.927051,0.6,996.6,86
15.25,4,2,23,-2.648843,-1.408415,0.5,996.6,85
15.15,4,3,0,-1.576022,-1.231323,0.1,996.5,83
14.8,4,3,1,-1.312118,-1.509419,0.1,996.7,83
16.15,4,3,2,-1.48629,-1.338261,0.9,996.7,80
18.01,4,3,3,-2.158019,-2.083975,0.8,996.9,81
19.46,4,3,4,-2.12132,-2.12132,0.9,997.1,80
20.64,4,3,5,-1.532089,-1.285575,1.1,997.4,82
18.15,4,3,6,-2.623859,-1.454429,1.4,997.9,87
13.42,4,3,7,-3.845047,-1.102549,1.6,998.6,92
17.92,4,3,8,-3.804226,-1.236068,3.0,999.4,89
11.12,4,3,9,-3.999391,-0.06981,2.2,1000.3,93
8.56,4,3,10,-3.997563,-0.139598,1.1,1001.2,96
8.04,4,3,11,-4.95134,-0.695866,3.8,1001.7,95
8.74,4,3,12,-6.61863,-2.278977,5.5,1002.0,78
9.01,4,3,13,-4.698463,-1.710101,7.2,1002.5,67
7.75,4,3,14,-5.889763,-1.144854,7.5,1003.1,61
9.78,4,3,15,-1.902113,0.618034,5.4,1003.9,77
9.93,4,3,16,-5.92613,-0.938607,6.6,1004.4,61
11.17,4,3,17,-4.908136,-0.954045,6.1,1005.2,59
9.15,4,3,18,-4.755283,-1.545085,5.1,1006.3,75
8.6,4,3,19,-2.696382,-1.315113,3.2,1007.3,91
10.26,4,3,20,-2.800741,-1.075104,3.3,1007.5,90
12.73,4,3,21,-2.868914,-0.877115,3.1,1008.0,89
12.65,4,3,22,-2.836556,-0.976704,2.5,1008.5,89
12.09,4,3,23,-2.836556,-0.976704,2.7,1008.7,88
9.03,4,4,0,-0.75471,-0.656059,2.3,1008.8,87
8.02,4,4,1,-1.618034,-1.175571,1.6,1009.2,87
8.57,4,4,2,-1.532089,-1.285575,1.1,1009.1,83
7.28,4,4,3,0.104528,-0.994522,0.0,1009.1,86
5.91,4,4,4,-0.104528,-0.994522,-0.4,1009.0,88
5.34,4,4,5,-0.034899,-0.999391,0.5,1009.2,83
4.85,4,4,6,0.572427,-2.944882,2.2,1009.4,77
6.64,4,4,7,-0.469303,-2.963065,4.4,1009.1,66
3.66,4,4,8,0.418114,-3.978088,6.7,1008.6,53
3.37,4,4,9,-2.033683,-4.567727,7.4,1007.9,45
5.28,4,4,10,-0.26168,-4.993148,8.1,1007.3,44
3.84,4,4,11,-1.939238,-3.498479,9.5,1006.6,41
5.4,4,4,12,1.041889,-5.908847,9.9,1005.8,39
4.34,4,4,13,-1.294095,-4.829629,10.6,1005.0,36
4.26,4,4,14,-2.938926,-4.045085,11.4,1004.4,35
4.36,4,4,15,-0.625738,-3.950753,10.9,1003.8,36
6.97,4,4,16,-0.261467,-2.988584,11.1,1003.6,37
9.24,4,4,17,0.312869,-1.975377,10.4,1003.3,41
9.24,4,4,18,0.415823,-1.956295,9.0,1003.6,46
9.21,4,4,19,0.876742,-1.797588,7.3,1003.6,51
11.2,4,4,20,0.584743,-1.91261,6.5,1003.4,55
10.93,4,4,21,0.845237,-1.812616,5.7,1003.2,56
10.94,4,4,22,0.813473,-1.827091,5.2,1003.0,58
14.76,4,4,23,1.118386,-1.658075,4.7,1002.8,61
14.5,4,5,0,1.363997,-1.462707,3.6,1002.5,66
14.12,4,5,1,1.509419,-1.312118,2.6,1002.1,69
14.03,4,5,2,0.743145,-0.669131,2.6,1002.0,68
14.37,4,5,3,1.389317,-1.43868,2.8,1001.9,67
14.97,4,5,4,0.587785,-0.809017,2.3,1001.7,71
15.26,4,5,5,0.642788,-0.766044,2.1,1002.1,77
15.16,4,5,6,0.651136,-1.891037,5.9,1002.6,61
14.59,4,5,7,0.674853,-2.92311,8.7,1002.9,53
13.54,4,5,8,0.209057,-1.989044,10.8,1002.9,45
12.54,4,5,9,0.381618,-1.963254,12.7,1002.9,42
12.2,4,5,10,2.119677,-3.392192,14.4,1003.0,40
12.72,4,5,11,0.052357,-2.999543,15.6,1003.0,34
11.87,4,5,12,-0.243739,-1.985092,15.8,1002.9,32
12.82,4,5,13,0.034905,-1.999695,15.9,1002.7,33
14.81,4,5,14,-1.576022,-1.231323,15.9,1002.7,33
14.46,4,5,15,-0.5,-0.866025,15.6,1002.6,35
16.24,4,5,16,-0.907981,1.782013,14.2,1002.6,48
17.46,4,5,17,0.0,0.0,13.6,1002.9,43
