pm2_5,month,weekday,wind-east,wind-north,temperature,pressure,humidity,target
32.48833333333334,1.0,4.0,0.0821554166666666,-1.4319968333333335,-0.125,997.9666666666668,92.16666666666669,52.236250000000005
52.236250000000005,1.0,5.0,1.3647170416666663,-0.7049860416666666,0.65,1003.8,94.79166666666669,23.77208333333333
23.77208333333333,1.0,6.0,3.3159335416666664,1.6217859166666668,1.4875,1003.95,95.83333333333331,34.7025
34.7025,1.0,0.0,3.1458080416666667,1.1461045,2.8000000000000003,1003.9166666666666,95.95833333333331,22.85166666666667
22.85166666666667,1.0,1.0,3.702930875,2.338862625,3.0875,998.7791666666668,96.5,17.30666666666667
17.30666666666667,1.0,2.0,2.1324467083333336,-0.7317275416666668,1.6916666666666669,998.5666666666666,95.25,12.775416666666668
12.775416666666668,1.0,3.0,-1.2346954166666666,-1.279735125,1.025,996.8916666666668,93.91666666666669,10.957083333333332
10.957083333333332,1.0,4.0,-1.5019787916666667,-0.9512055416666666,0.5958333333333333,1000.1333333333332,88.91666666666667,8.633750000000001
8.633750000000001,1.0,5.0,-3.5049281666666663,-0.6561259166666666,-0.2583333333333333,1004.0625,94.54166666666669,19.95130434782609
19.95130434782609,1.0,6.0,-2.48408925,-0.473349875,-0.0041666666666666,1009.4833333333332,96.29166666666669,24.460416666666664
24.460416666666664,1.0,0.0,0.144587125,-2.089100166666667,-0.4041666666666667,1007.3375,82.29166666666667,14.920416666666666
14.920416666666666,1.0,1.0,0.8631887916666666,-2.9610224166666668,-1.2416666666666667,993.9958333333334,81.0,23.464166666666667
23.464166666666667,1.0,2.0,-3.0019167916666665,-0.4798952083333334,-0.3708333333333333,991.2875,93.20833333333331,25.081666666666667
25.081666666666667,1.0,3.0,-1.3325871666666669,3.3836605,-2.066666666666667,995.6541666666668,88.875,19.977083333333333
19.977083333333333,1.0,4.0,-2.873792875,1.6057960833333331,-7.091666666666666,1004.1291666666666,81.58333333333333,25.68166666666667
25.68166666666667,1.0,5.0,-2.9270326250000003,1.32796625,-7.425,1001.8,87.41666666666667,38.08125
38.08125,1.0,6.0,-0.91622775,1.9659748333333331,-13.570833333333333,1007.0625,81.20833333333333,105.975
105.975,1.0,0.0,-0.3424862499999999,-0.4877278333333333,-16.525000000000002,1009.0916666666668,85.5,99.20541666666666
99.20541666666666,1.0,1.0,2.92939575,-1.6395200833333332,-8.854166666666666,1001.1125,90.25,41.12291666666667
41.12291666666667,1.0,2.0,1.3508077916666668,-1.997237375,0.7708333333333334,995.2291666666666,94.66666666666669,33.95666666666667
33.95666666666667,1.0,3.0,1.5635830416666667,-1.8400520416666664,2.2625,993.0208333333334,83.20833333333333,30.407916666666665
30.407916666666665,1.0,4.0,1.5770541666666666,-1.8201485833333333,3.820833333333333,987.2083333333334,83.95833333333333,28.155
28.155,1.0,5.0,2.221457791666667,-1.541984875,3.8625,985.325,92.375,22.532083333333333
22.532083333333333,1.0,6.0,-0.8317163333333334,0.0194161666666666,1.2583333333333333,983.4416666666666,93.83333333333331,21.46083333333333
21.46083333333333,1.0,0.0,-2.8928875416666666,0.7210690833333334,0.4166666666666667,986.7375,92.5,18.67708333333333
18.67708333333333,1.0,1.0,-6.274227375,-0.50533275,0.4624999999999999,992.7166666666668,85.45833333333333,15.577916666666669
15.577916666666669,1.0,2.0,-4.542287541666666,0.0490094583333333,0.3041666666666666,996.95,80.5,28.085
28.085,1.0,3.0,-0.936214,-1.42745775,-0.0208333333333333,991.2416666666668,80.875,17.442083333333333
17.442083333333333,1.0,4.0,-3.6039074583333335,-0.8501212916666666,-1.8708333333333331,984.8958333333334,81.33333333333333,27.78458333333333
27.78458333333333,1.0,5.0,-2.3090484583333333,0.0364619999999999,-2.766666666666667,985.2375,93.25,24.47375
24.47375,1.0,6.0,-1.9499960416666664,-0.8976531666666667,-5.858333333333333,993.1958333333332,81.75,37.51
37.51,2.0,0.0,2.7744658333333336,-0.7882067500000001,-7.6875,994.2208333333332,83.95833333333333,43.977916666666665
43.977916666666665,2.0,1.0,1.8049527083333332,-2.1919307916666666,-1.175,993.0041666666666,86.875,33.98458333333333
33.98458333333333,2.0,2.0,1.3930239999999998,-1.1705345416666666,2.6041666666666665,990.0166666666668,99.20833333333331,14.871666666666668
14.871666666666668,2.0,3.0,-2.665765875,2.7583535416666667,0.0583333333333333,994.6833333333334,87.04166666666667,15.4935
15.4935,2.0,4.0,-0.739061125,0.7191582916666667,-3.8958333333333335,1008.6583333333332,79.70833333333333,13.65125
13.65125,2.0,5.0,1.6865756666666665,2.5319955833333334,-7.274999999999999,1009.2625,74.58333333333333,14.551666666666668
14.551666666666668,2.0,6.0,5.769754666666667,2.4178373333333334,-10.779166666666669,1005.6,70.20833333333333,11.6675
11.6675,2.0,0.0,5.808428791666667,2.47162025,-9.545833333333333,992.2166666666668,83.16666666666667,9.818333333333332
9.818333333333332,2.0,1.0,-0.3960270833333333,-0.1761346666666666,-7.395833333333333,991.9,84.75,17.74833333333333
17.74833333333333,2.0,2.0,-0.9657491666666668,0.4165931249999999,-7.566666666666666,996.3833333333332,85.75,34.93208333333333
34.93208333333333,2.0,3.0,-3.1196992916666666,3.714449708333333,-11.55,1006.7041666666668,80.91666666666667,6.607916666666667
6.607916666666667,2.0,4.0,-3.5362207916666666,3.2427177083333336,-11.079166666666666,1015.2208333333332,73.375,19.92125
19.92125,2.0,5.0,-4.769673916666666,1.2054287916666666,-5.2375,1017.4166666666666,81.70833333333333,15.53125
15.53125,2.0,6.0,-5.498920083333334,-0.5255055000000001,-3.5500000000000003,1019.6708333333332,78.375,27.58083333333333
27.58083333333333,2.0,0.0,-3.1645474166666667,-0.5428250416666667,-4.8375,1020.2833333333332,90.375,34.33416666666667
34.33416666666667,2.0,1.0,1.9766284166666663,-2.0255637083333333,-3.941666666666667,1010.4625,76.95833333333333,69.91958333333334
69.91958333333334,2.0,2.0,2.418399791666667,0.2816652083333333,-1.55,1002.1208333333334,94.04166666666669,42.220416666666665
42.220416666666665,2.0,3.0,3.636425458333333,-0.5892877916666667,-6.7250000000000005,1010.325,81.25,48.83916666666666
48.83916666666666,2.0,4.0,1.2871785833333331,-1.8694485416666664,-3.6125,1006.8083333333334,89.95833333333333,41.08916666666666
41.08916666666666,2.0,5.0,0.2048245833333333,-1.2148249166666667,2.966666666666667,1011.9625,91.45833333333331,42.76791666666667
42.76791666666667,2.0,6.0,1.1432782916666666,-1.6451659583333331,2.966666666666667,1011.575,81.70833333333333,50.61208333333334
